Zeit (s) RK1 Schalter links R_V	Spannung, Ch A (V) RK1 Schalter links R_V	Spannung, Ch B (V) RK1 Schalter links R_V
208,400	0,262	-0,113
208,450	0,262	-0,111
208,500	0,262	-0,110
208,550	0,262	-0,108
208,600	0,263	-0,107
208,650	0,263	-0,105
208,700	0,264	-0,104
208,750	0,264	-0,102
208,800	0,264	-0,102
208,850	0,264	-0,100
208,900	0,264	-0,099
208,950	0,265	-0,097
209,000	0,265	-0,097
209,050	0,265	-0,094
209,100	0,266	-0,094
209,150	0,266	-0,092
209,200	0,266	-0,092
209,250	0,266	-0,090
209,300	0,267	-0,089
209,350	0,267	-0,087
209,400	0,267	-0,087
209,450	0,268	-0,085
209,500	0,268	-0,085
209,550	0,269	-0,082
209,600	0,269	-0,082
209,650	0,269	-0,081
209,700	0,270	-0,080
209,750	0,270	-0,079
209,800	0,271	-0,078
209,850	0,271	-0,076
209,900	0,272	-0,076
209,950	0,272	-0,075
210,000	0,273	-0,074
210,050	0,273	-0,073
210,100	0,274	-0,073
210,150	0,275	-0,071
210,200	0,276	-0,071
210,250	0,276	-0,070
210,300	0,278	-0,070
210,350	0,279	-0,068
210,400	0,280	-0,068
210,450	0,281	-0,066
210,500	0,283	-0,066
210,550	0,284	-0,065
210,600	0,285	-0,064
210,650	0,288	-0,063
210,700	0,290	-0,063
210,750	0,291	-0,061
210,800	0,292	-0,061
210,850	0,294	-0,059
210,900	0,297	-0,059
210,950	0,299	-0,057
211,000	0,300	-0,057
211,050	0,302	-0,055
211,100	0,304	-0,055
211,150	0,305	-0,054
211,200	0,306	-0,054
211,250	0,307	-0,052
211,300	0,308	-0,053
211,350	0,310	-0,051
211,400	0,310	-0,052
211,450	0,310	-0,051
211,500	0,311	-0,051
211,550	0,312	-0,050
211,600	0,312	-0,050
211,650	0,313	-0,050
211,700	0,313	-0,051
211,750	0,314	-0,049
211,800	0,314	-0,050
211,850	0,314	-0,049
211,900	0,315	-0,049
211,950	0,315	-0,049
212,000	0,315	-0,049
212,050	0,315	-0,048
212,100	0,315	-0,049
212,150	0,315	-0,048
212,200	0,316	-0,049
212,250	0,316	-0,048
212,300	0,316	-0,049
212,350	0,316	-0,047
212,400	0,316	-0,048
212,450	0,317	-0,047
212,500	0,317	-0,048
212,550	0,317	-0,047
212,600	0,316	-0,049
212,650	0,317	-0,048
212,700	0,317	-0,048
212,750	0,318	-0,047
212,800	0,318	-0,048
212,850	0,320	-0,047
212,900	0,322	-0,048
212,950	0,326	-0,046
213,000	0,327	-0,047
213,050	0,328	-0,045
213,100	0,329	-0,046
213,150	0,330	-0,045
213,200	0,330	-0,045
213,250	0,331	-0,044
213,300	0,331	-0,045
213,350	0,332	-0,044
213,400	0,332	-0,045
213,450	0,332	-0,044
213,500	0,333	-0,045
213,550	0,333	-0,043
213,600	0,333	-0,044
213,650	0,333	-0,043
213,700	0,333	-0,044
213,750	0,334	-0,043
213,800	0,334	-0,044
213,850	0,334	-0,043
213,900	0,334	-0,044
213,950	0,334	-0,043
214,000	0,334	-0,044
214,050	0,334	-0,043
214,100	0,334	-0,044
214,150	0,338	-0,042
214,200	0,341	-0,043
214,250	0,343	-0,042
214,300	0,343	-0,043
214,350	0,344	-0,041
214,400	0,345	-0,042
214,450	0,346	-0,041
214,500	0,346	-0,042
214,550	0,346	-0,041
214,600	0,347	-0,041
214,650	0,347	-0,040
214,700	0,348	-0,041
214,750	0,348	-0,040
214,800	0,349	-0,041
214,850	0,352	-0,039
214,900	0,354	-0,040
214,950	0,355	-0,039
215,000	0,356	-0,039
215,050	0,357	-0,038
215,100	0,360	-0,039
215,150	0,362	-0,038
215,200	0,364	-0,038
215,250	0,365	-0,037
215,300	0,369	-0,037
215,350	0,374	-0,036
215,400	0,376	-0,036
215,450	0,378	-0,035
215,500	0,380	-0,035
215,550	0,384	-0,034
215,600	0,389	-0,034
215,650	0,395	-0,032
215,700	0,399	-0,032
215,750	0,404	-0,031
215,800	0,409	-0,031
215,850	0,413	-0,029
215,900	0,416	-0,030
215,950	0,419	-0,028
216,000	0,421	-0,029
216,050	0,422	-0,028
216,100	0,423	-0,028
216,150	0,424	-0,027
216,200	0,425	-0,028
216,250	0,425	-0,027
216,300	0,426	-0,027
216,350	0,426	-0,026
216,400	0,427	-0,027
216,450	0,427	-0,027
216,500	0,430	-0,027
216,550	0,432	-0,026
216,600	0,433	-0,027
216,650	0,434	-0,025
216,700	0,435	-0,026
216,750	0,435	-0,025
216,800	0,435	-0,026
216,850	0,436	-0,025
216,900	0,436	-0,026
216,950	0,440	-0,025
217,000	0,443	-0,026
217,050	0,448	-0,024
217,100	0,453	-0,025
217,150	0,455	-0,024
217,200	0,457	-0,024
217,250	0,463	-0,023
217,300	0,469	-0,023
217,350	0,472	-0,021
217,400	0,478	-0,022
217,450	0,483	-0,021
217,500	0,486	-0,021
217,550	0,492	-0,019
217,600	0,494	-0,020
217,650	0,498	-0,019
217,700	0,503	-0,019
217,750	0,505	-0,018
217,800	0,507	-0,019
217,850	0,508	-0,018
217,900	0,509	-0,018
217,950	0,510	-0,017
218,000	0,510	-0,018
218,050	0,511	-0,017
218,100	0,520	-0,018
218,150	0,525	-0,016
218,200	0,528	-0,017
218,250	0,529	-0,016
218,300	0,530	-0,017
218,350	0,531	-0,015
218,400	0,531	-0,016
218,450	0,530	-0,015
218,500	0,530	-0,016
218,550	0,530	-0,015
218,600	0,530	-0,016
218,650	0,530	-0,015
218,700	0,530	-0,016
218,750	0,530	-0,015
218,800	0,531	-0,016
218,850	0,531	-0,015
218,900	0,533	-0,016
218,950	0,533	-0,015
219,000	0,534	-0,016
219,050	0,536	-0,015
219,100	0,536	-0,016
219,150	0,537	-0,015
219,200	0,537	-0,016
219,250	0,537	-0,015
219,300	0,542	-0,016
219,350	0,544	-0,015
219,400	0,547	-0,015
219,450	0,552	-0,014
219,500	0,557	-0,015
219,550	0,561	-0,013
219,600	0,564	-0,014
219,650	0,568	-0,013
219,700	0,573	-0,013
219,750	0,580	-0,012
219,800	0,586	-0,012
219,850	0,592	-0,011
219,900	0,595	-0,012
219,950	0,597	-0,011
220,000	0,605	-0,011
220,050	0,610	-0,010
220,100	0,615	-0,010
220,150	0,618	-0,009
220,200	0,622	-0,010
220,250	0,626	-0,008
220,300	0,628	-0,010
220,350	0,633	-0,009
220,400	0,635	-0,010
220,450	0,637	-0,008
220,500	0,641	-0,009
220,550	0,652	-0,008
220,600	0,658	-0,008
220,650	0,661	-0,007
220,700	0,664	-0,007
220,750	0,671	-0,006
220,800	0,677	-0,007
220,850	0,681	-0,006
220,900	0,688	-0,007
220,950	0,692	-0,005
221,000	0,696	-0,006
221,050	0,706	-0,005
221,100	0,713	-0,005
221,150	0,715	-0,004
221,200	0,725	-0,005
221,250	0,731	-0,003
221,300	0,736	-0,004
221,350	0,748	-0,003
221,400	0,753	-0,003
221,450	0,757	-0,002
221,500	0,760	-0,003
221,550	0,762	-0,002
221,600	0,769	-0,003
221,650	0,779	-0,001
221,700	0,789	-0,002
221,750	0,806	-2,753E-4
221,800	0,819	-4,877E-4
221,850	0,826	7,391E-4
221,900	0,834	6,042E-5
221,950	0,842	0,001
222,000	0,845	5,829E-4
222,050	0,853	0,002
222,100	0,858	0,001
222,150	0,866	0,002
222,200	0,873	0,002
222,250	0,876	0,003
222,300	0,884	0,002
222,350	0,891	0,003
222,400	0,898	0,002
222,450	0,910	0,003
222,500	0,915	0,003
222,550	0,919	0,004
222,600	0,924	0,003
222,650	0,926	0,004
222,700	0,933	0,004
222,750	0,939	0,005
222,800	0,947	0,004
222,850	0,957	0,005
222,900	0,976	0,005
222,950	0,987	0,006
223,000	0,992	0,005
223,050	1,003	0,006
223,100	1,011	0,006
223,150	1,016	0,007
223,200	1,025	0,006
223,250	1,030	0,007
223,300	1,038	0,006
223,350	1,052	0,008
223,400	1,059	0,007
223,450	1,067	0,008
223,500	1,076	0,008
223,550	1,081	0,009
223,600	1,088	0,008
223,650	1,089	0,009
223,700	1,091	0,008
223,750	1,093	0,009
223,800	1,093	0,008
223,850	1,093	0,009
223,900	1,094	0,008
223,950	1,094	0,009
224,000	1,094	0,008
224,050	1,094	0,009
224,100	1,094	0,008
224,150	1,094	0,009
224,200	1,094	0,008
224,250	1,094	0,009
224,300	1,094	0,008
224,350	1,094	0,009
224,400	1,094	0,008
224,450	1,104	0,009
224,500	1,121	0,009
224,550	1,131	0,010
224,600	1,145	0,009
224,650	1,150	0,010
224,700	1,151	0,009
224,750	1,153	0,010
224,800	1,166	0,010
224,850	1,183	0,011
224,900	1,189	0,010
224,950	1,191	0,011
225,000	1,191	0,010
225,050	1,191	0,011
225,100	1,192	0,011
225,150	1,192	0,011
225,200	1,192	0,010
225,250	1,192	0,011
225,300	1,195	0,011
225,350	1,210	0,011
225,400	1,213	0,011
225,450	1,214	0,012
225,500	1,214	0,011
225,550	1,214	0,012
225,600	1,214	0,011
225,650	1,214	0,012
225,700	1,214	0,011
225,750	1,228	0,011
225,800	1,256	0,011
225,850	1,271	0,013
225,900	1,274	0,012
225,950	1,304	0,013
226,000	1,323	0,013
226,050	1,327	0,014
226,100	1,327	0,013
226,150	1,328	0,014
226,200	1,340	0,013
226,250	1,356	0,015
226,300	1,357	0,014
226,350	1,358	0,015
226,400	1,376	0,014
226,450	1,406	0,016
226,500	1,432	0,015
226,550	1,470	0,016
226,600	1,480	0,016
226,650	1,496	0,017
226,700	1,517	0,016
226,750	1,536	0,018
226,800	1,541	0,017
226,850	1,556	0,018
226,900	1,577	0,018
226,950	1,602	0,019
227,000	1,624	0,018
227,050	1,642	0,019
227,100	1,654	0,019
227,150	1,667	0,020
227,200	1,676	0,019
227,250	1,686	0,020
227,300	1,702	0,020
227,350	1,721	0,021
227,400	1,734	0,020
227,450	1,760	0,021
227,500	1,770	0,020
227,550	1,785	0,022
227,600	1,791	0,021
227,650	1,794	0,022
227,700	1,803	0,021
227,750	1,812	0,022
227,800	1,823	0,022
227,850	1,852	0,023
227,900	1,872	0,022
227,950	1,886	0,023
228,000	1,912	0,023
228,050	1,922	0,024
228,100	1,939	0,023
228,150	1,951	0,024
228,200	1,960	0,023
228,250	1,985	0,024
228,300	2,003	0,024
228,350	2,031	0,025
228,400	2,056	0,025
228,450	2,067	0,026
228,500	2,084	0,025
228,550	2,103	0,026
228,600	2,123	0,025
228,650	2,128	0,026
228,700	2,128	0,025
228,750	2,129	0,026
228,800	2,129	0,025
228,850	2,129	0,026
228,900	2,129	0,026
228,950	2,129	0,026
229,000	2,129	0,025
229,050	2,129	0,027
229,100	2,129	0,025
229,150	2,129	0,026
229,200	2,129	0,025
229,250	2,129	0,026
229,300	2,129	0,025
229,350	2,129	0,026
229,400	2,129	0,025
229,450	2,129	0,026
229,500	2,130	0,025
229,550	2,130	0,026
229,600	2,136	0,025
229,650	2,142	0,026
229,700	2,163	0,026
229,750	2,185	0,027
229,800	2,195	0,026
229,850	2,211	0,027
229,900	2,230	0,026
229,950	2,234	0,027
230,000	2,261	0,026
230,050	2,281	0,028
230,100	2,290	0,027
230,150	2,308	0,028
230,200	2,311	0,027
230,250	2,333	0,028
230,300	2,337	0,028
230,350	2,343	0,028
230,400	2,389	0,028
230,450	2,430	0,029
230,500	2,433	0,029
230,550	2,434	0,030
230,600	2,434	0,029
230,650	2,444	0,030
230,700	2,462	0,029
230,750	2,498	0,030
230,800	2,534	0,030
230,850	2,595	0,031
230,900	2,664	0,031
230,950	2,725	0,032
231,000	2,794	0,032
231,050	2,851	0,034
231,100	2,891	0,033
231,150	2,990	0,035
231,200	3,080	0,035
231,250	3,132	0,036
231,300	3,178	0,036
231,350	3,197	0,037
231,400	3,201	0,036
231,450	3,202	0,037
231,500	3,202	0,036
231,550	3,202	0,037
231,600	3,202	0,036
231,650	3,202	0,037
231,700	3,202	0,037
231,750	3,202	0,037
231,800	3,202	0,036
231,850	3,202	0,037
231,900	3,202	0,036
231,950	3,202	0,037
232,000	3,202	0,036
232,050	3,202	0,037
232,100	3,202	0,036
232,150	3,202	0,037
232,200	3,202	0,036
232,250	3,203	0,037
232,300	3,204	0,036
232,350	3,206	0,037
232,400	3,206	0,036
232,450	3,212	0,037
232,500	3,243	0,036
232,550	3,262	0,037
232,600	3,264	0,037
232,650	3,280	0,038
232,700	3,294	0,037
232,750	3,303	0,038
232,800	3,327	0,037
232,850	3,360	0,038
232,900	3,367	0,037
232,950	3,392	0,039
233,000	3,417	0,038
233,050	3,421	0,039
233,100	3,428	0,038
233,150	3,440	0,039
233,200	3,461	0,038
233,250	3,480	0,039
233,300	3,483	0,038
233,350	3,505	0,039
233,400	3,511	0,038
233,450	3,511	0,039
233,500	3,511	0,038
233,550	3,511	0,039
233,600	3,511	0,039
233,650	3,512	0,039
233,700	3,511	0,039
233,750	3,512	0,039
233,800	3,524	0,039
233,850	3,553	0,040
233,900	3,599	0,039
233,950	3,632	0,040
234,000	3,661	0,040
234,050	3,742	0,041
234,100	3,848	0,041
234,150	3,938	0,043
234,200	4,012	0,042
234,250	4,031	0,043
234,300	4,056	0,043
234,350	4,064	0,044
234,400	4,077	0,043
234,450	4,080	0,044
234,500	4,078	0,043
234,550	4,078	0,044
234,600	4,078	0,043
234,650	4,078	0,044
234,700	4,078	0,043
234,750	4,078	0,044
234,800	4,077	0,043
234,850	4,077	0,044
234,900	4,081	0,043
234,950	4,078	0,044
235,000	4,079	0,043
235,050	4,079	0,044
235,100	4,078	0,043
235,150	4,079	0,044
235,200	4,083	0,043
235,250	4,095	0,044
235,300	4,115	0,043
235,350	4,125	0,044
235,400	4,151	0,044
235,450	4,174	0,045
235,500	4,187	0,044
235,550	4,195	0,045
235,600	4,214	0,044
235,650	4,238	0,045
235,700	4,262	0,044
235,750	4,263	0,045
235,800	4,264	0,044
235,850	4,288	0,045
235,900	4,294	0,044
235,950	4,297	0,045
236,000	4,339	0,045
236,050	4,343	0,045
236,100	4,343	0,045
236,150	4,343	0,046
236,200	4,346	0,045
236,250	4,395	0,046
236,300	4,429	0,045
236,350	4,433	0,046
236,400	4,434	0,045
236,450	4,435	0,046
236,500	4,435	0,045
236,550	4,435	0,046
236,600	4,470	0,046
236,650	4,533	0,047
236,700	4,558	0,046
236,750	4,625	0,047
236,800	4,683	0,047
236,850	4,700	0,048
236,900	4,701	0,047
236,950	4,708	0,048
237,000	4,709	0,047
237,050	4,720	0,048
237,100	4,767	0,047
237,150	4,787	0,048
237,200	4,807	0,048
237,250	4,836	0,049
237,300	4,859	0,048
237,350	4,879	0,049
237,400	4,896	0,048
237,450	4,918	0,049
237,500	4,949	0,048
237,550	4,984	0,049
237,600	5,018	0,049
237,650	5,048	0,050
237,700	5,051	0,049
237,750	5,051	0,050
237,800	5,052	0,049
237,850	5,052	0,050
237,900	5,052	0,049
237,950	5,052	0,050
238,000	5,051	0,049
238,050	5,052	0,050
238,100	5,052	0,049
238,150	5,055	0,050
238,200	5,056	0,049
238,250	5,077	0,050
238,300	5,094	0,049
238,350	5,118	0,050
238,400	5,135	0,049
238,450	5,143	0,050
238,500	5,171	0,050
238,550	5,177	0,050
238,600	5,215	0,050
238,650	5,260	0,051
238,700	5,283	0,050
238,750	5,321	0,051
238,800	5,351	0,051
238,850	5,380	0,051
238,900	5,386	0,051
238,950	5,413	0,052
239,000	5,424	0,051
239,050	5,454	0,052
239,100	5,497	0,051
239,150	5,523	0,052
239,200	5,539	0,052
239,250	5,546	0,053
239,300	5,597	0,052
239,350	5,664	0,053
239,400	5,776	0,053
239,450	5,861	0,054
239,500	5,914	0,054
239,550	5,926	0,054
239,600	5,934	0,053
239,650	5,944	0,054
239,700	5,959	0,054
239,750	5,969	0,055
239,800	5,978	0,054
239,850	5,987	0,055
239,900	5,990	0,054
239,950	5,991	0,055
240,000	5,991	0,054
240,050	5,991	0,055
240,100	5,991	0,054
240,150	5,991	0,055
240,200	5,991	0,054
240,250	5,992	0,055
240,300	5,992	0,054
240,350	5,992	0,055
240,400	5,992	0,054
240,450	5,991	0,055
240,500	5,992	0,054
240,550	5,991	0,055
240,600	5,991	0,054
240,650	5,991	0,054
240,700	5,991	0,054
240,750	5,991	0,054
240,800	5,992	0,054
240,850	5,991	0,055
240,900	5,991	0,054
240,950	5,992	0,055
241,000	5,991	0,054
241,050	5,992	0,055
241,100	5,991	0,054
241,150	5,992	0,055
241,200	5,992	0,054
241,250	5,992	0,055
241,300	5,992	0,054
241,350	5,992	0,055
241,400	5,992	0,054
241,450	5,996	0,055
241,500	6,031	0,054
241,550	6,060	0,055
241,600	6,063	0,054
241,650	6,063	0,055
241,700	6,063	0,054
241,750	6,063	0,055
241,800	6,063	0,054
241,850	6,063	0,055
241,900	6,063	0,054
241,950	6,065	0,055
242,000	6,071	0,054
242,050	6,071	0,055
242,100	6,072	0,054
242,150	6,075	0,055
242,200	6,087	0,055
242,250	6,089	0,055
242,300	6,097	0,054
242,350	6,114	0,055
242,400	6,124	0,054
242,450	6,128	0,056
242,500	6,134	0,055
242,550	6,134	0,055
242,600	6,134	0,055
242,650	6,141	0,056
242,700	6,154	0,055
242,750	6,173	0,056
242,800	6,180	0,055
242,850	6,182	0,056
242,900	6,193	0,055
242,950	6,199	0,055
243,000	6,217	0,055
243,050	6,231	0,056
243,100	6,240	0,055
243,150	6,251	0,056
243,200	6,283	0,055
243,250	6,296	0,056
243,300	6,314	0,056
243,350	6,339	0,056
243,400	6,346	0,055
243,450	6,372	0,057
243,500	6,400	0,056
243,550	6,417	0,057
243,600	6,422	0,056
243,650	6,429	0,057
243,700	6,446	0,056
243,750	6,456	0,057
243,800	6,462	0,056
243,850	6,480	0,057
243,900	6,494	0,056
243,950	6,508	0,057
244,000	6,512	0,057
244,050	6,543	0,057
244,100	6,612	0,057
244,150	6,635	0,058
244,200	6,636	0,057
244,250	6,652	0,057
244,300	6,670	0,057
244,350	6,695	0,058
244,400	6,719	0,057
244,450	6,731	0,058
244,500	6,732	0,057
244,550	6,732	0,058
244,600	6,732	0,057
244,650	6,733	0,058
244,700	6,732	0,057
244,750	6,732	0,058
244,800	6,732	0,057
244,850	6,732	0,058
244,900	6,733	0,058
244,950	6,732	0,058
245,000	6,732	0,057
245,050	6,732	0,058
245,100	6,732	0,057
245,150	6,732	0,058
245,200	6,732	0,057
245,250	6,732	0,058
245,300	6,733	0,058
245,350	6,732	0,058
245,400	6,732	0,057
245,450	6,732	0,058
245,500	6,732	0,057
245,550	6,732	0,058
245,600	6,732	0,057
245,650	6,732	0,058
245,700	6,732	0,057
245,750	6,732	0,058
245,800	6,732	0,057
245,850	6,733	0,059
245,900	6,732	0,057
245,950	6,732	0,058
246,000	6,732	0,057
246,050	6,732	0,058
246,100	6,732	0,058
246,150	6,732	0,058
246,200	6,732	0,057
