Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13
1,580	0,081	0,017	1,580	0,297	0,026	1,580	0,314	0,034	1,580	0,402	0,029	1,580	0,388	0,031	1,580	0,383	0,030	1,580	0,372	0,031	1,580	0,417	0,032	1,580	0,374	0,031	1,580	0,319	0,029	1,580	0,322	0,032	1,580	0,339	0,031	1,580	0,363	0,032
1,600	0,087	0,018	1,600	0,304	0,027	1,600	0,320	0,036	1,600	0,408	0,028	1,600	0,393	0,031	1,600	0,389	0,030	1,600	0,378	0,031	1,600	0,423	0,032	1,600	0,380	0,031	1,600	0,325	0,029	1,600	0,328	0,032	1,600	0,345	0,032	1,600	0,368	0,031
1,620	0,093	0,019	1,620	0,309	0,027	1,620	0,325	0,034	1,620	0,414	0,030	1,620	0,399	0,032	1,620	0,395	0,030	1,620	0,383	0,031	1,620	0,429	0,032	1,620	0,386	0,031	1,620	0,331	0,029	1,620	0,334	0,033	1,620	0,351	0,032	1,620	0,374	0,032
1,640	0,099	0,020	1,640	0,315	0,027	1,640	0,332	0,035	1,640	0,421	0,029	1,640	0,405	0,032	1,640	0,401	0,030	1,640	0,389	0,031	1,640	0,435	0,032	1,640	0,392	0,032	1,640	0,337	0,030	1,640	0,340	0,033	1,640	0,356	0,032	1,640	0,380	0,033
1,660	0,105	0,021	1,660	0,320	0,027	1,660	0,337	0,035	1,660	0,426	0,030	1,660	0,411	0,031	1,660	0,407	0,030	1,660	0,395	0,031	1,660	0,441	0,032	1,660	0,397	0,031	1,660	0,343	0,030	1,660	0,345	0,032	1,660	0,363	0,033	1,660	0,386	0,032
1,680	0,111	0,022	1,680	0,326	0,027	1,680	0,343	0,036	1,680	0,433	0,031	1,680	0,417	0,032	1,680	0,413	0,030	1,680	0,401	0,031	1,680	0,447	0,032	1,680	0,404	0,032	1,680	0,349	0,030	1,680	0,351	0,032	1,680	0,369	0,033	1,680	0,392	0,033
1,700	0,117	0,022	1,700	0,332	0,028	1,700	0,349	0,036	1,700	0,438	0,029	1,700	0,423	0,033	1,700	0,418	0,031	1,700	0,407	0,032	1,700	0,453	0,033	1,700	0,410	0,032	1,700	0,355	0,031	1,700	0,357	0,033	1,700	0,374	0,033	1,700	0,398	0,033
1,720	0,123	0,023	1,720	0,338	0,028	1,720	0,356	0,036	1,720	0,444	0,031	1,720	0,429	0,032	1,720	0,424	0,031	1,720	0,413	0,032	1,720	0,459	0,033	1,720	0,415	0,032	1,720	0,361	0,031	1,720	0,363	0,033	1,720	0,380	0,033	1,720	0,404	0,033
1,740	0,129	0,023	1,740	0,344	0,028	1,740	0,361	0,036	1,740	0,451	0,031	1,740	0,435	0,033	1,740	0,431	0,031	1,740	0,420	0,033	1,740	0,465	0,033	1,740	0,421	0,032	1,740	0,367	0,031	1,740	0,369	0,033	1,740	0,386	0,033	1,740	0,410	0,034
1,760	0,135	0,023	1,760	0,350	0,028	1,760	0,367	0,036	1,760	0,456	0,030	1,760	0,441	0,033	1,760	0,437	0,032	1,760	0,425	0,032	1,760	0,471	0,033	1,760	0,427	0,032	1,760	0,373	0,031	1,760	0,376	0,033	1,760	0,392	0,033	1,760	0,416	0,033
1,780	0,141	0,024	1,780	0,356	0,028	1,780	0,373	0,036	1,780	0,462	0,032	1,780	0,447	0,033	1,780	0,443	0,032	1,780	0,431	0,033	1,780	0,477	0,034	1,780	0,433	0,033	1,780	0,379	0,031	1,780	0,381	0,033	1,780	0,398	0,034	1,780	0,422	0,034
1,800	0,147	0,024	1,800	0,362	0,029	1,800	0,379	0,037	1,800	0,468	0,031	1,800	0,453	0,034	1,800	0,449	0,032	1,800	0,437	0,033	1,800	0,482	0,034	1,800	0,439	0,033	1,800	0,385	0,031	1,800	0,387	0,034	1,800	0,404	0,034	1,800	0,428	0,034
1,820	0,153	0,025	1,820	0,368	0,029	1,820	0,385	0,037	1,820	0,474	0,032	1,820	0,459	0,033	1,820	0,455	0,032	1,820	0,443	0,033	1,820	0,488	0,034	1,820	0,445	0,034	1,820	0,391	0,032	1,820	0,393	0,033	1,820	0,410	0,034	1,820	0,434	0,034
1,840	0,158	0,025	1,840	0,374	0,029	1,840	0,391	0,037	1,840	0,480	0,032	1,840	0,465	0,034	1,840	0,460	0,032	1,840	0,449	0,033	1,840	0,494	0,034	1,840	0,451	0,034	1,840	0,396	0,032	1,840	0,399	0,033	1,840	0,416	0,034	1,840	0,440	0,035
1,860	0,165	0,025	1,860	0,380	0,029	1,860	0,397	0,037	1,860	0,486	0,031	1,860	0,471	0,034	1,860	0,466	0,033	1,860	0,455	0,034	1,860	0,501	0,035	1,860	0,457	0,034	1,860	0,403	0,032	1,860	0,405	0,034	1,860	0,422	0,034	1,860	0,446	0,035
1,880	0,171	0,026	1,880	0,385	0,029	1,880	0,403	0,038	1,880	0,491	0,032	1,880	0,477	0,034	1,880	0,473	0,033	1,880	0,460	0,033	1,880	0,506	0,035	1,880	0,463	0,034	1,880	0,408	0,032	1,880	0,410	0,033	1,880	0,428	0,035	1,880	0,452	0,035
1,900	0,177	0,026	1,900	0,392	0,030	1,900	0,409	0,040	1,900	0,497	0,032	1,900	0,482	0,035	1,900	0,478	0,033	1,900	0,467	0,034	1,900	0,512	0,034	1,900	0,469	0,034	1,900	0,414	0,032	1,900	0,416	0,034	1,900	0,434	0,035	1,900	0,457	0,035
1,920	0,183	0,026	1,920	0,397	0,030	1,920	0,415	0,039	1,920	0,504	0,032	1,920	0,488	0,034	1,920	0,484	0,033	1,920	0,472	0,033	1,920	0,518	0,035	1,920	0,475	0,035	1,920	0,420	0,032	1,920	0,423	0,035	1,920	0,440	0,035	1,920	0,463	0,035
1,940	0,189	0,027	1,940	0,404	0,030	1,940	0,421	0,039	1,940	0,509	0,033	1,940	0,494	0,034	1,940	0,490	0,033	1,940	0,478	0,034	1,940	0,524	0,035	1,940	0,481	0,035	1,940	0,426	0,032	1,940	0,429	0,034	1,940	0,446	0,035	1,940	0,469	0,036
1,960	0,195	0,027	1,960	0,409	0,030	1,960	0,426	0,040	1,960	0,515	0,032	1,960	0,500	0,035	1,960	0,496	0,034	1,960	0,485	0,034	1,960	0,530	0,036	1,960	0,487	0,035	1,960	0,432	0,033	1,960	0,434	0,035	1,960	0,451	0,035	1,960	0,475	0,036
1,980	0,201	0,028	1,980	0,416	0,031	1,980	0,433	0,040	1,980	0,521	0,033	1,980	0,506	0,035	1,980	0,502	0,034	1,980	0,490	0,034	1,980	0,536	0,036	1,980	0,493	0,035	1,980	0,438	0,033	1,980	0,440	0,035	1,980	0,457	0,036	1,980	0,481	0,036
2,000	0,207	0,028	2,000	0,421	0,031	2,000	0,439	0,040	2,000	0,527	0,034	2,000	0,512	0,035	2,000	0,508	0,033	2,000	0,496	0,035	2,000	0,542	0,036	2,000	0,498	0,035	2,000	0,444	0,033	2,000	0,446	0,035	2,000	0,463	0,036	2,000	0,487	0,036
2,020	0,212	0,028	2,020	0,427	0,031	2,020	0,444	0,040	2,020	0,533	0,032	2,020	0,518	0,035	2,020	0,514	0,034	2,020	0,502	0,035	2,020	0,547	0,036	2,020	0,504	0,036	2,020	0,450	0,034	2,020	0,452	0,035	2,020	0,469	0,036	2,020	0,493	0,036
2,040	0,219	0,028	2,040	0,433	0,031	2,040	0,450	0,040	2,040	0,539	0,035	2,040	0,524	0,035	2,040	0,520	0,034	2,040	0,508	0,035	2,040	0,554	0,036	2,040	0,511	0,036	2,040	0,456	0,033	2,040	0,458	0,035	2,040	0,475	0,036	2,040	0,499	0,036
2,060	0,224	0,028	2,060	0,439	0,031	2,060	0,457	0,041	2,060	0,545	0,033	2,060	0,530	0,036	2,060	0,526	0,035	2,060	0,515	0,036	2,060	0,560	0,036	2,060	0,516	0,035	2,060	0,462	0,034	2,060	0,464	0,036	2,060	0,481	0,036	2,060	0,505	0,037
2,080	0,230	0,029	2,080	0,445	0,032	2,080	0,462	0,041	2,080	0,551	0,034	2,080	0,536	0,036	2,080	0,532	0,034	2,080	0,520	0,035	2,080	0,566	0,037	2,080	0,522	0,036	2,080	0,468	0,034	2,080	0,470	0,036	2,080	0,487	0,036	2,080	0,511	0,037
2,100	0,236	0,029	2,100	0,451	0,032	2,100	0,468	0,042	2,100	0,557	0,035	2,100	0,542	0,036	2,100	0,538	0,034	2,100	0,526	0,036	2,100	0,571	0,036	2,100	0,528	0,043	2,100	0,473	0,034	2,100	0,476	0,038	2,100	0,493	0,037	2,100	0,517	0,037
2,120	0,242	0,029	2,120	0,457	0,032	2,120	0,474	0,042	2,120	0,563	0,033	2,120	0,548	0,036	2,120	0,544	0,035	2,120	0,532	0,036	2,120	0,577	0,037	2,120	0,534	0,038	2,120	0,479	0,034	2,120	0,482	0,038	2,120	0,499	0,037	2,120	0,523	0,037
2,140	0,248	0,030	2,140	0,463	0,032	2,140	0,480	0,042	2,140	0,569	0,035	2,140	0,553	0,036	2,140	0,550	0,035	2,140	0,537	0,036	2,140	0,583	0,037	2,140	0,540	0,037	2,140	0,485	0,034	2,140	0,488	0,038	2,140	0,505	0,037	2,140	0,528	0,037
2,160	0,254	0,030	2,160	0,469	0,032	2,160	0,486	0,042	2,160	0,574	0,035	2,160	0,559	0,037	2,160	0,556	0,035	2,160	0,544	0,037	2,160	0,590	0,038	2,160	0,546	0,037	2,160	0,491	0,035	2,160	0,494	0,039	2,160	0,510	0,036	2,160	0,534	0,037
2,180	0,260	0,030	2,180	0,475	0,032	2,180	0,492	0,042	2,180	0,581	0,034	2,180	0,565	0,037	2,180	0,561	0,035	2,180	0,550	0,036	2,180	0,595	0,037	2,180	0,552	0,037	2,180	0,497	0,035	2,180	0,500	0,039	2,180	0,516	0,037	2,180	0,540	0,037
2,200	0,266	0,030	2,200	0,481	0,032	2,200	0,498	0,042	2,200	0,587	0,036	2,200	0,571	0,037	2,200	0,567	0,035	2,200	0,556	0,037	2,200	0,601	0,038	2,200	0,558	0,038	2,200	0,503	0,035	2,200	0,506	0,039	2,200	0,522	0,037	2,200	0,547	0,038
2,220	0,272	0,031	2,220	0,486	0,033	2,220	0,504	0,042	2,220	0,593	0,035	2,220	0,577	0,038	2,220	0,573	0,036	2,220	0,561	0,037	2,220	0,607	0,038	2,220	0,563	0,037	2,220	0,509	0,035	2,220	0,512	0,040	2,220	0,528	0,037	2,220	0,552	0,038
2,240	0,278	0,031	2,240	0,493	0,033	2,240	0,510	0,042	2,240	0,598	0,035	2,240	0,584	0,038	2,240	0,579	0,036	2,240	0,568	0,037	2,240	0,613	0,038	2,240	0,569	0,037	2,240	0,515	0,036	2,240	0,518	0,040	2,240	0,535	0,038	2,240	0,558	0,038
2,260	0,284	0,031	2,260	0,499	0,033	2,260	0,516	0,043	2,260	0,604	0,036	2,260	0,589	0,038	2,260	0,585	0,036	2,260	0,573	0,037	2,260	0,618	0,038	2,260	0,575	0,037	2,260	0,521	0,035	2,260	0,523	0,039	2,260	0,540	0,038	2,260	0,564	0,038
2,280	0,290	0,031	2,280	0,505	0,034	2,280	0,522	0,043	2,280	0,610	0,035	2,280	0,595	0,038	2,280	0,591	0,036	2,280	0,580	0,038	2,280	0,624	0,038	2,280	0,582	0,038	2,280	0,527	0,036	2,280	0,529	0,040	2,280	0,546	0,038	2,280	0,570	0,038
2,300	0,296	0,032	2,300	0,510	0,034	2,300	0,528	0,043	2,300	0,616	0,036	2,300	0,601	0,037	2,300	0,597	0,036	2,300	0,585	0,038	2,300	0,630	0,039	2,300	0,587	0,038	2,300	0,533	0,036	2,300	0,535	0,039	2,300	0,553	0,039	2,300	0,576	0,039
2,320	0,302	0,032	2,320	0,516	0,033	2,320	0,534	0,044	2,320	0,622	0,036	2,320	0,607	0,038	2,320	0,603	0,036	2,320	0,591	0,038	2,320	0,635	0,038	2,320	0,593	0,039	2,320	0,538	0,036	2,320	0,541	0,039	2,320	0,558	0,038	2,320	0,582	0,039
2,340	0,308	0,032	2,340	0,522	0,034	2,340	0,539	0,043	2,340	0,627	0,036	2,340	0,613	0,038	2,340	0,609	0,037	2,340	0,597	0,038	2,340	0,641	0,039	2,340	0,599	0,039	2,340	0,545	0,036	2,340	0,547	0,039	2,340	0,564	0,038	2,340	0,588	0,039
2,360	0,314	0,033	2,360	0,528	0,034	2,360	0,545	0,044	2,360	0,633	0,037	2,360	0,618	0,038	2,360	0,615	0,037	2,360	0,603	0,038	2,360	0,647	0,039	2,360	0,605	0,039	2,360	0,551	0,037	2,360	0,553	0,039	2,360	0,570	0,039	2,360	0,594	0,039
2,380	0,319	0,033	2,380	0,534	0,035	2,380	0,551	0,044	2,380	0,639	0,036	2,380	0,624	0,038	2,380	0,620	0,037	2,380	0,609	0,038	2,380	0,653	0,039	2,380	0,611	0,039	2,380	0,556	0,037	2,380	0,559	0,040	2,380	0,576	0,039	2,380	0,599	0,039
2,400	0,325	0,033	2,400	0,540	0,035	2,400	0,557	0,044	2,400	0,645	0,037	2,400	0,630	0,038	2,400	0,626	0,037	2,400	0,615	0,039	2,400	0,659	0,040	2,400	0,617	0,039	2,400	0,563	0,037	2,400	0,565	0,039	2,400	0,582	0,040	2,400	0,605	0,039
2,420	0,331	0,033	2,420	0,546	0,035	2,420	0,562	0,044	2,420	0,651	0,038	2,420	0,635	0,039	2,420	0,631	0,037	2,420	0,621	0,039	2,420	0,665	0,040	2,420	0,622	0,039	2,420	0,568	0,037	2,420	0,571	0,039	2,420	0,588	0,040	2,420	0,611	0,040
2,440	0,337	0,033	2,440	0,552	0,035	2,440	0,569	0,045	2,440	0,656	0,036	2,440	0,641	0,039	2,440	0,637	0,037	2,440	0,626	0,039	2,440	0,671	0,040	2,440	0,628	0,039	2,440	0,574	0,037	2,440	0,576	0,040	2,440	0,593	0,039	2,440	0,617	0,039
2,460	0,343	0,034	2,460	0,558	0,035	2,460	0,575	0,045	2,460	0,662	0,038	2,460	0,647	0,039	2,460	0,643	0,037	2,460	0,632	0,039	2,460	0,677	0,040	2,460	0,633	0,039	2,460	0,580	0,038	2,460	0,583	0,040	2,460	0,600	0,040	2,460	0,623	0,040
2,480	0,349	0,033	2,480	0,563	0,035	2,480	0,581	0,045	2,480	0,668	0,037	2,480	0,653	0,040	2,480	0,649	0,037	2,480	0,638	0,039	2,480	0,683	0,040	2,480	0,640	0,040	2,480	0,586	0,038	2,480	0,588	0,040	2,480	0,605	0,040	2,480	0,629	0,040
2,500	0,355	0,034	2,500	0,570	0,035	2,500	0,587	0,045	2,500	0,675	0,038	2,500	0,659	0,040	2,500	0,655	0,038	2,500	0,643	0,039	2,500	0,689	0,041	2,500	0,645	0,040	2,500	0,592	0,038	2,500	0,595	0,041	2,500	0,612	0,040	2,500	0,634	0,040
2,520	0,361	0,034	2,520	0,575	0,036	2,520	0,593	0,045	2,520	0,680	0,039	2,520	0,665	0,040	2,520	0,661	0,038	2,520	0,649	0,040	2,520	0,695	0,041	2,520	0,651	0,040	2,520	0,598	0,038	2,520	0,600	0,040	2,520	0,617	0,040	2,520	0,640	0,041
2,540	0,367	0,034	2,540	0,582	0,036	2,540	0,599	0,046	2,540	0,686	0,037	2,540	0,671	0,040	2,540	0,667	0,038	2,540	0,655	0,040	2,540	0,700	0,041	2,540	0,658	0,040	2,540	0,604	0,038	2,540	0,606	0,041	2,540	0,623	0,040	2,540	0,647	0,041
2,560	0,373	0,034	2,560	0,587	0,036	2,560	0,605	0,045	2,560	0,692	0,038	2,560	0,677	0,040	2,560	0,673	0,038	2,560	0,661	0,040	2,560	0,706	0,041	2,560	0,663	0,040	2,560	0,610	0,039	2,560	0,612	0,041	2,560	0,629	0,041	2,560	0,652	0,041
2,580	0,379	0,034	2,580	0,593	0,036	2,580	0,611	0,046	2,580	0,698	0,039	2,580	0,683	0,040	2,580	0,679	0,039	2,580	0,668	0,041	2,580	0,713	0,042	2,580	0,669	0,041	2,580	0,616	0,039	2,580	0,618	0,041	2,580	0,634	0,041	2,580	0,658	0,041
2,600	0,384	0,034	2,600	0,600	0,037	2,600	0,616	0,046	2,600	0,704	0,038	2,600	0,689	0,045	2,600	0,685	0,039	2,600	0,673	0,041	2,600	0,718	0,041	2,600	0,675	0,041	2,600	0,621	0,039	2,600	0,624	0,041	2,600	0,640	0,041	2,600	0,664	0,041
2,620	0,391	0,035	2,620	0,606	0,037	2,620	0,622	0,046	2,620	0,710	0,040	2,620	0,695	0,044	2,620	0,691	0,039	2,620	0,679	0,041	2,620	0,724	0,042	2,620	0,681	0,041	2,620	0,627	0,039	2,620	0,629	0,041	2,620	0,646	0,041	2,620	0,670	0,041
2,640	0,396	0,035	2,640	0,612	0,037	2,640	0,628	0,047	2,640	0,716	0,039	2,640	0,701	0,042	2,640	0,697	0,039	2,640	0,685	0,041	2,640	0,730	0,042	2,640	0,687	0,041	2,640	0,633	0,039	2,640	0,635	0,042	2,640	0,651	0,041	2,640	0,676	0,042
2,660	0,402	0,035	2,660	0,617	0,037	2,660	0,633	0,046	2,660	0,722	0,039	2,660	0,706	0,041	2,660	0,702	0,039	2,660	0,691	0,041	2,660	0,736	0,042	2,660	0,693	0,041	2,660	0,639	0,039	2,660	0,641	0,041	2,660	0,657	0,041	2,660	0,681	0,041
2,680	0,408	0,036	2,680	0,623	0,037	2,680	0,639	0,046	2,680	0,727	0,040	2,680	0,713	0,042	2,680	0,708	0,039	2,680	0,697	0,041	2,680	0,742	0,042	2,680	0,699	0,041	2,680	0,644	0,039	2,680	0,646	0,042	2,680	0,664	0,044	2,680	0,687	0,042
2,700	0,414	0,035	2,700	0,628	0,037	2,700	0,645	0,047	2,700	0,734	0,039	2,700	0,718	0,041	2,700	0,714	0,040	2,700	0,703	0,041	2,700	0,748	0,043	2,700	0,704	0,041	2,700	0,650	0,040	2,700	0,652	0,042	2,700	0,670	0,048	2,700	0,693	0,042
2,720	0,420	0,036	2,720	0,634	0,038	2,720	0,651	0,047	2,720	0,739	0,040	2,720	0,724	0,042	2,720	0,720	0,039	2,720	0,708	0,041	2,720	0,754	0,043	2,720	0,711	0,042	2,720	0,656	0,040	2,720	0,658	0,042	2,720	0,675	0,043	2,720	0,699	0,042
2,740	0,426	0,036	2,740	0,640	0,038	2,740	0,657	0,048	2,740	0,745	0,040	2,740	0,730	0,042	2,740	0,726	0,040	2,740	0,714	0,041	2,740	0,760	0,043	2,740	0,716	0,042	2,740	0,662	0,040	2,740	0,664	0,043	2,740	0,682	0,043	2,740	0,705	0,043
2,760	0,432	0,036	2,760	0,646	0,038	2,760	0,663	0,047	2,760	0,751	0,040	2,760	0,736	0,042	2,760	0,732	0,040	2,760	0,720	0,042	2,760	0,766	0,043	2,760	0,722	0,042	2,760	0,668	0,041	2,760	0,670	0,043	2,760	0,688	0,043	2,760	0,711	0,042
2,780	0,438	0,037	2,780	0,652	0,038	2,780	0,669	0,047	2,780	0,757	0,041	2,780	0,741	0,041	2,780	0,738	0,040	2,780	0,726	0,042	2,780	0,772	0,043	2,780	0,728	0,042	2,780	0,674	0,040	2,780	0,676	0,043	2,780	0,693	0,043	2,780	0,717	0,043
2,800	0,444	0,036	2,800	0,657	0,038	2,800	0,674	0,047	2,800	0,763	0,040	2,800	0,747	0,043	2,800	0,744	0,041	2,800	0,732	0,042	2,800	0,778	0,044	2,800	0,734	0,042	2,800	0,680	0,040	2,800	0,682	0,044	2,800	0,699	0,043	2,800	0,723	0,044
2,820	0,449	0,036	2,820	0,663	0,038	2,820	0,681	0,047	2,820	0,769	0,041	2,820	0,754	0,042	2,820	0,750	0,041	2,820	0,738	0,042	2,820	0,784	0,044	2,820	0,740	0,043	2,820	0,686	0,041	2,820	0,688	0,044	2,820	0,705	0,044	2,820	0,729	0,043
2,840	0,455	0,037	2,840	0,669	0,039	2,840	0,687	0,048	2,840	0,775	0,041	2,840	0,760	0,043	2,840	0,756	0,041	2,840	0,744	0,042	2,840	0,790	0,044	2,840	0,746	0,043	2,840	0,692	0,041	2,840	0,693	0,043	2,840	0,711	0,043	2,840	0,735	0,044
2,860	0,462	0,037	2,860	0,675	0,039	2,860	0,692	0,047	2,860	0,781	0,040	2,860	0,765	0,043	2,860	0,762	0,041	2,860	0,750	0,043	2,860	0,795	0,044	2,860	0,752	0,043	2,860	0,697	0,041	2,860	0,699	0,043	2,860	0,717	0,043	2,860	0,740	0,043
2,880	0,468	0,038	2,880	0,681	0,039	2,880	0,698	0,047	2,880	0,787	0,042	2,880	0,771	0,043	2,880	0,768	0,041	2,880	0,756	0,043	2,880	0,801	0,044	2,880	0,758	0,043	2,880	0,704	0,041	2,880	0,705	0,043	2,880	0,723	0,044	2,880	0,746	0,044
2,900	0,474	0,038	2,900	0,687	0,039	2,900	0,704	0,048	2,900	0,793	0,042	2,900	0,777	0,043	2,900	0,774	0,042	2,900	0,762	0,046	2,900	0,807	0,044	2,900	0,764	0,044	2,900	0,709	0,041	2,900	0,711	0,044	2,900	0,729	0,044	2,900	0,752	0,044
2,920	0,480	0,038	2,920	0,693	0,040	2,920	0,710	0,048	2,920	0,798	0,041	2,920	0,783	0,043	2,920	0,780	0,050	2,920	0,768	0,049	2,920	0,813	0,044	2,920	0,770	0,044	2,920	0,715	0,042	2,920	0,717	0,044	2,920	0,735	0,044	2,920	0,758	0,043
2,940	0,485	0,038	2,940	0,699	0,040	2,940	0,716	0,048	2,940	0,804	0,043	2,940	0,789	0,044	2,940	0,785	0,043	2,940	0,774	0,044	2,940	0,819	0,044	2,940	0,775	0,044	2,940	0,722	0,042	2,940	0,723	0,044	2,940	0,740	0,044	2,940	0,764	0,044
2,960	0,491	0,038	2,960	0,705	0,040	2,960	0,722	0,049	2,960	0,810	0,042	2,960	0,794	0,043	2,960	0,792	0,043	2,960	0,780	0,044	2,960	0,825	0,044	2,960	0,781	0,044	2,960	0,727	0,042	2,960	0,729	0,044	2,960	0,746	0,044	2,960	0,770	0,045
2,980	0,497	0,039	2,980	0,711	0,040	2,980	0,728	0,048	2,980	0,816	0,042	2,980	0,801	0,044	2,980	0,797	0,042	2,980	0,786	0,044	2,980	0,831	0,045	2,980	0,788	0,045	2,980	0,733	0,042	2,980	0,735	0,045	2,980	0,752	0,045	2,980	0,777	0,044
3,000	0,503	0,039	3,000	0,717	0,041	3,000	0,734	0,048	3,000	0,823	0,043	3,000	0,807	0,044	3,000	0,803	0,042	3,000	0,791	0,044	3,000	0,837	0,045	3,000	0,794	0,045	3,000	0,739	0,042	3,000	0,741	0,045	3,000	0,758	0,044	3,000	0,782	0,046
3,020	0,509	0,039	3,020	0,723	0,041	3,020	0,740	0,050	3,020	0,828	0,042	3,020	0,813	0,044	3,020	0,809	0,043	3,020	0,797	0,044	3,020	0,843	0,045	3,020	0,799	0,045	3,020	0,745	0,043	3,020	0,747	0,045	3,020	0,764	0,045	3,020	0,788	0,045
3,040	0,515	0,039	3,040	0,728	0,040	3,040	0,746	0,050	3,040	0,834	0,044	3,040	0,819	0,045	3,040	0,815	0,042	3,040	0,803	0,045	3,040	0,849	0,046	3,040	0,805	0,044	3,040	0,750	0,042	3,040	0,753	0,045	3,040	0,770	0,046	3,040	0,793	0,045
3,060	0,521	0,039	3,060	0,735	0,041	3,060	0,752	0,051	3,060	0,840	0,043	3,060	0,825	0,045	3,060	0,820	0,043	3,060	0,809	0,045	3,060	0,855	0,046	3,060	0,811	0,045	3,060	0,757	0,043	3,060	0,758	0,045	3,060	0,776	0,046	3,060	0,799	0,046
3,080	0,527	0,039	3,080	0,741	0,041	3,080	0,757	0,051	3,080	0,846	0,043	3,080	0,831	0,045	3,080	0,827	0,043	3,080	0,815	0,045	3,080	0,860	0,046	3,080	0,817	0,046	3,080	0,763	0,043	3,080	0,764	0,045	3,080	0,782	0,046	3,080	0,805	0,045
3,100	0,533	0,040	3,100	0,746	0,041	3,100	0,763	0,051	3,100	0,852	0,044	3,100	0,836	0,045	3,100	0,833	0,044	3,100	0,821	0,045	3,100	0,866	0,046	3,100	0,823	0,046	3,100	0,769	0,043	3,100	0,771	0,047	3,100	0,788	0,046	3,100	0,812	0,046
3,120	0,539	0,040	3,120	0,752	0,042	3,120	0,769	0,051	3,120	0,857	0,043	3,120	0,843	0,046	3,120	0,838	0,043	3,120	0,828	0,046	3,120	0,872	0,046	3,120	0,829	0,046	3,120	0,774	0,044	3,120	0,776	0,046	3,120	0,794	0,046	3,120	0,817	0,046
3,140	0,545	0,040	3,140	0,758	0,042	3,140	0,775	0,051	3,140	0,863	0,044	3,140	0,848	0,045	3,140	0,844	0,044	3,140	0,833	0,046	3,140	0,878	0,047	3,140	0,835	0,046	3,140	0,780	0,044	3,140	0,782	0,046	3,140	0,800	0,046	3,140	0,823	0,046
3,160	0,551	0,040	3,160	0,764	0,042	3,160	0,781	0,052	3,160	0,869	0,044	3,160	0,854	0,046	3,160	0,850	0,044	3,160	0,839	0,046	3,160	0,884	0,046	3,160	0,841	0,047	3,160	0,786	0,044	3,160	0,788	0,047	3,160	0,805	0,046	3,160	0,829	0,047
3,180	0,557	0,041	3,180	0,770	0,043	3,180	0,787	0,052	3,180	0,875	0,043	3,180	0,860	0,046	3,180	0,856	0,044	3,180	0,844	0,046	3,180	0,890	0,046	3,180	0,846	0,047	3,180	0,792	0,044	3,180	0,794	0,046	3,180	0,811	0,047	3,180	0,835	0,046
3,200	0,562	0,041	3,200	0,776	0,043	3,200	0,793	0,052	3,200	0,881	0,045	3,200	0,866	0,046	3,200	0,862	0,044	3,200	0,851	0,046	3,200	0,896	0,047	3,200	0,852	0,038	3,200	0,798	0,044	3,200	0,800	0,046	3,200	0,818	0,047	3,200	0,841	0,047
3,220	0,568	0,041	3,220	0,782	0,043	3,220	0,798	0,052	3,220	0,887	0,044	3,220	0,871	0,046	3,220	0,868	0,044	3,220	0,857	0,046	3,220	0,902	0,048	3,220	0,858	0,045	3,220	0,804	0,045	3,220	0,806	0,048	3,220	0,823	0,047	3,220	0,847	0,047
3,240	0,574	0,041	3,240	0,788	0,044	3,240	0,805	0,053	3,240	0,893	0,044	3,240	0,878	0,046	3,240	0,874	0,045	3,240	0,862	0,046	3,240	0,908	0,047	3,240	0,864	0,047	3,240	0,810	0,045	3,240	0,812	0,047	3,240	0,829	0,047	3,240	0,852	0,046
3,260	0,581	0,042	3,260	0,793	0,043	3,260	0,811	0,053	3,260	0,899	0,046	3,260	0,884	0,047	3,260	0,880	0,045	3,260	0,868	0,046	3,260	0,913	0,047	3,260	0,870	0,047	3,260	0,816	0,045	3,260	0,818	0,047	3,260	0,835	0,047	3,260	0,858	0,047
