Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15
1,360	0,158	0,047	1,360	0,169	0,047	1,360	0,178	0,050	1,360	0,108	0,043	1,360	0,106	0,044	1,360	0,146	0,043	1,360	0,141	0,043	1,360	0,240	0,045	1,360	0,210	0,053	1,360	0,231	0,053	1,360	0,259	0,056	1,360	0,190	0,054	1,360	0,143	0,049	1,360	0,164	0,066	1,360	0,073	0,047
1,380	0,164	0,048	1,380	0,175	0,048	1,380	0,183	0,050	1,380	0,113	0,045	1,380	0,111	0,043	1,380	0,151	0,049	1,380	0,146	0,044	1,380	0,246	0,045	1,380	0,216	0,027	1,380	0,236	0,053	1,380	0,264	0,058	1,380	0,196	0,056	1,380	0,149	0,051	1,380	0,169	0,071	1,380	0,080	0,075
1,400	0,168	0,047	1,400	0,180	0,049	1,400	0,188	0,050	1,400	0,119	0,045	1,400	0,117	0,041	1,400	0,156	0,047	1,400	0,151	0,044	1,400	0,251	0,045	1,400	0,221	0,046	1,400	0,241	0,053	1,400	0,269	0,060	1,400	0,201	0,054	1,400	0,154	0,052	1,400	0,176	0,072	1,400	0,113	0,086
1,420	0,174	0,048	1,420	0,185	0,048	1,420	0,194	0,050	1,420	0,124	0,013	1,420	0,123	0,044	1,420	0,162	0,047	1,420	0,157	0,044	1,420	0,257	0,045	1,420	0,226	0,033	1,420	0,246	0,053	1,420	0,274	0,060	1,420	0,207	0,055	1,420	0,160	0,052	1,420	0,181	0,075	1,420	0,085	0,018
1,440	0,180	0,043	1,440	0,191	0,049	1,440	0,199	0,047	1,440	0,129	0,038	1,440	0,128	0,046	1,440	0,167	0,048	1,440	0,163	0,044	1,440	0,262	0,044	1,440	0,232	0,049	1,440	0,252	0,051	1,440	0,280	0,061	1,440	0,212	0,057	1,440	0,165	0,053	1,440	0,186	0,077	1,440	0,114	0,097
1,460	0,185	0,044	1,460	0,196	0,052	1,460	0,205	0,051	1,460	0,135	0,044	1,460	0,133	0,049	1,460	0,172	0,048	1,460	0,168	0,050	1,460	0,267	0,045	1,460	0,237	0,025	1,460	0,258	0,053	1,460	0,285	0,062	1,460	0,217	0,057	1,460	0,171	0,055	1,460	0,192	0,083	1,460	0,122	0,109
1,480	0,191	0,044	1,480	0,202	0,049	1,480	0,210	0,051	1,480	0,141	0,044	1,480	0,139	0,047	1,480	0,177	0,047	1,480	0,173	0,049	1,480	0,272	0,047	1,480	0,242	0,046	1,480	0,263	0,053	1,480	0,291	0,063	1,480	0,223	0,057	1,480	0,176	0,055	1,480	0,197	0,082	1,480	0,119	0,068
1,500	0,196	0,045	1,500	0,207	0,048	1,500	0,216	0,050	1,500	0,146	0,044	1,500	0,144	0,046	1,500	0,183	0,047	1,500	0,178	0,049	1,500	0,278	0,047	1,500	0,248	0,050	1,500	0,268	0,054	1,500	0,296	0,065	1,500	0,228	0,053	1,500	0,181	0,052	1,500	0,202	0,085	1,500	0,114	0,053
1,520	0,201	0,045	1,520	0,212	0,049	1,520	0,221	0,052	1,520	0,151	0,045	1,520	0,150	0,047	1,520	0,189	0,049	1,520	0,184	0,050	1,520	0,283	0,045	1,520	0,253	0,048	1,520	0,273	0,054	1,520	0,302	0,065	1,520	0,233	0,057	1,520	0,186	0,056	1,520	0,208	0,088	1,520	0,129	0,098
1,540	0,207	0,045	1,540	0,217	0,050	1,540	0,226	0,052	1,540	0,157	0,046	1,540	0,155	0,045	1,540	0,194	0,049	1,540	0,189	0,050	1,540	0,289	0,045	1,540	0,258	0,060	1,540	0,279	0,055	1,540	0,307	0,066	1,540	0,239	0,057	1,540	0,193	0,054	1,540	0,213	0,090	1,540	0,126	0,053
1,560	0,212	0,045	1,560	0,223	0,050	1,560	0,232	0,052	1,560	0,162	0,046	1,560	0,161	0,045	1,560	0,199	0,048	1,560	0,195	0,051	1,560	0,294	0,048	1,560	0,264	0,048	1,560	0,284	0,055	1,560	0,312	0,068	1,560	0,244	0,057	1,560	0,197	0,071	1,560	0,218	0,093	1,560	0,127	0,050
1,580	0,218	0,045	1,580	0,229	0,051	1,580	0,237	0,052	1,580	0,168	0,046	1,580	0,165	0,046	1,580	0,205	0,050	1,580	0,200	0,051	1,580	0,300	0,049	1,580	0,269	0,044	1,580	0,289	0,054	1,580	0,317	0,070	1,580	0,249	0,058	1,580	0,203	0,063	1,580	0,224	0,098	1,580	0,129	0,053
1,600	0,223	0,044	1,600	0,234	0,051	1,600	0,243	0,053	1,600	0,173	0,047	1,600	0,171	0,048	1,600	0,210	0,050	1,600	0,205	0,050	1,600	0,305	0,048	1,600	0,275	0,051	1,600	0,295	0,054	1,600	0,323	0,070	1,600	0,255	0,060	1,600	0,208	0,062	1,600	0,229	0,101	1,600	0,134	0,056
1,620	0,229	0,046	1,620	0,239	0,051	1,620	0,248	0,054	1,620	0,178	0,047	1,620	0,177	0,047	1,620	0,216	0,050	1,620	0,211	0,051	1,620	0,310	0,048	1,620	0,280	0,054	1,620	0,300	0,055	1,620	0,328	0,077	1,620	0,260	0,061	1,620	0,214	0,064	1,620	0,235	0,105	1,620	0,139	0,058
1,640	0,234	0,046	1,640	0,245	0,051	1,640	0,254	0,053	1,640	0,184	0,047	1,640	0,181	0,049	1,640	0,221	0,049	1,640	0,216	0,051	1,640	0,315	0,049	1,640	0,285	0,055	1,640	0,306	0,056	1,640	0,334	0,078	1,640	0,266	0,062	1,640	0,219	0,064	1,640	0,240	0,109	1,640	0,145	0,060
1,660	0,240	0,047	1,660	0,250	0,051	1,660	0,259	0,054	1,660	0,189	0,052	1,660	0,187	0,056	1,660	0,227	0,050	1,660	0,222	0,051	1,660	0,321	0,049	1,660	0,291	0,050	1,660	0,311	0,056	1,660	0,339	0,083	1,660	0,271	0,063	1,660	0,225	0,065	1,660	0,246	0,114	1,660	0,150	0,061
1,680	0,245	0,047	1,680	0,256	0,052	1,680	0,264	0,054	1,680	0,195	0,052	1,680	0,193	0,052	1,680	0,232	0,051	1,680	0,228	0,052	1,680	0,326	0,048	1,680	0,296	0,048	1,680	0,316	0,056	1,680	0,344	0,078	1,680	0,276	0,065	1,680	0,230	0,067	1,680	0,251	0,119	1,680	0,155	0,062
1,700	0,250	0,047	1,700	0,261	0,051	1,700	0,270	0,054	1,700	0,200	0,053	1,700	0,198	0,051	1,700	0,237	0,051	1,700	0,233	0,052	1,700	0,331	0,049	1,700	0,301	0,038	1,700	0,321	0,057	1,700	0,349	0,080	1,700	0,282	0,066	1,700	0,235	0,069	1,700	0,256	0,123	1,700	0,161	0,064
1,720	0,256	0,047	1,720	0,266	0,051	1,720	0,275	0,054	1,720	0,206	0,052	1,720	0,203	0,051	1,720	0,243	0,051	1,720	0,238	0,052	1,720	0,337	0,050	1,720	0,306	0,049	1,720	0,327	0,057	1,720	0,354	0,071	1,720	0,288	0,067	1,720	0,241	0,071	1,720	0,262	0,128	1,720	0,166	0,065
1,740	0,261	0,048	1,740	0,272	0,052	1,740	0,281	0,054	1,740	0,211	0,051	1,740	0,209	0,053	1,740	0,248	0,051	1,740	0,243	0,052	1,740	0,342	0,050	1,740	0,312	0,048	1,740	0,332	0,057	1,740	0,360	0,083	1,740	0,293	0,069	1,740	0,246	0,072	1,740	0,267	0,134	1,740	0,171	0,066
1,760	0,266	0,047	1,760	0,277	0,053	1,760	0,285	0,055	1,760	0,216	0,053	1,760	0,215	0,054	1,760	0,253	0,052	1,760	0,249	0,052	1,760	0,348	0,049	1,760	0,317	0,052	1,760	0,337	0,057	1,760	0,365	0,085	1,760	0,298	0,071	1,760	0,251	0,073	1,760	0,273	0,136	1,760	0,177	0,068
1,780	0,272	0,048	1,780	0,282	0,052	1,780	0,291	0,055	1,780	0,222	0,052	1,780	0,220	0,052	1,780	0,259	0,052	1,780	0,254	0,053	1,780	0,353	0,055	1,780	0,322	0,067	1,780	0,343	0,054	1,780	0,371	0,087	1,780	0,303	0,071	1,780	0,257	0,076	1,780	0,278	0,141	1,780	0,182	0,072
1,800	0,277	0,048	1,800	0,288	0,053	1,800	0,297	0,052	1,800	0,227	0,053	1,800	0,225	0,052	1,800	0,264	0,052	1,800	0,260	0,053	1,800	0,358	0,055	1,800	0,328	0,056	1,800	0,348	0,055	1,800	0,376	0,090	1,800	0,309	0,073	1,800	0,262	0,079	1,800	0,284	0,157	1,800	0,188	0,073
1,820	0,283	0,049	1,820	0,293	0,052	1,820	0,302	0,055	1,820	0,232	0,053	1,820	0,230	0,049	1,820	0,270	0,053	1,820	0,265	0,053	1,820	0,363	0,054	1,820	0,333	0,056	1,820	0,354	0,056	1,820	0,382	0,097	1,820	0,314	0,075	1,820	0,268	0,081	1,820	0,289	0,153	1,820	0,193	0,073
1,840	0,288	0,049	1,840	0,298	0,049	1,840	0,307	0,056	1,840	0,238	0,053	1,840	0,236	0,054	1,840	0,275	0,053	1,840	0,270	0,053	1,840	0,368	0,053	1,840	0,339	0,069	1,840	0,359	0,056	1,840	0,387	0,097	1,840	0,319	0,077	1,840	0,273	0,090	1,840	0,294	0,152	1,840	0,199	0,075
1,860	0,294	0,049	1,860	0,304	0,050	1,860	0,312	0,055	1,860	0,243	0,055	1,860	0,242	0,053	1,860	0,281	0,053	1,860	0,276	0,054	1,860	0,374	0,054	1,860	0,344	0,029	1,860	0,364	0,057	1,860	0,392	0,094	1,860	0,325	0,079	1,860	0,279	0,092	1,860	0,300	0,154	1,860	0,204	0,080
1,880	0,299	0,049	1,880	0,309	0,050	1,880	0,318	0,056	1,880	0,249	0,055	1,880	0,247	0,053	1,880	0,286	0,053	1,880	0,281	0,054	1,880	0,380	0,055	1,880	0,349	0,042	1,880	0,370	0,058	1,880	0,397	0,054	1,880	0,330	0,081	1,880	0,284	0,089	1,880	0,305	0,156	1,880	0,210	0,082
1,900	0,304	0,049	1,900	0,315	0,050	1,900	0,323	0,056	1,900	0,255	0,054	1,900	0,252	0,055	1,900	0,291	0,053	1,900	0,287	0,054	1,900	0,385	0,055	1,900	0,355	0,056	1,900	0,375	0,058	1,900	0,403	0,098	1,900	0,335	0,083	1,900	0,290	0,099	1,900	0,310	0,156	1,900	0,215	0,083
1,920	0,309	0,049	1,920	0,320	0,051	1,920	0,328	0,056	1,920	0,259	0,054	1,920	0,258	0,055	1,920	0,297	0,054	1,920	0,292	0,055	1,920	0,390	0,054	1,920	0,360	0,087	1,920	0,381	0,059	1,920	0,409	0,105	1,920	0,341	0,086	1,920	0,295	0,098	1,920	0,315	0,156	1,920	0,220	0,086
1,940	0,315	0,059	1,940	0,325	0,050	1,940	0,334	0,057	1,940	0,265	0,056	1,940	0,263	0,053	1,940	0,302	0,054	1,940	0,298	0,055	1,940	0,396	0,056	1,940	0,365	0,061	1,940	0,386	0,060	1,940	0,414	0,109	1,940	0,346	0,086	1,940	0,300	0,100	1,940	0,321	0,156	1,940	0,226	0,091
1,960	0,320	0,054	1,960	0,330	0,051	1,960	0,339	0,057	1,960	0,271	0,056	1,960	0,269	0,054	1,960	0,307	0,054	1,960	0,303	0,054	1,960	0,401	0,057	1,960	0,371	0,020	1,960	0,391	0,060	1,960	0,419	0,111	1,960	0,351	0,082	1,960	0,305	0,103	1,960	0,326	0,156	1,960	0,231	0,094
1,980	0,325	0,055	1,980	0,336	0,051	1,980	0,345	0,057	1,980	0,276	0,055	1,980	0,274	0,057	1,980	0,313	0,055	1,980	0,308	0,054	1,980	0,407	0,052	1,980	0,376	0,087	1,980	0,397	0,062	1,980	0,424	0,112	1,980	0,357	0,090	1,980	0,310	0,106	1,980	0,331	0,153	1,980	0,236	0,095
2,000	0,331	0,055	2,000	0,341	0,052	2,000	0,350	0,053	2,000	0,281	0,055	2,000	0,279	0,057	2,000	0,318	0,055	2,000	0,313	0,055	2,000	0,412	0,055	2,000	0,382	0,042	2,000	0,402	0,063	2,000	0,430	0,119	2,000	0,362	0,094	2,000	0,316	0,110	2,000	0,337	0,152	2,000	0,242	0,100
2,020	0,337	0,055	2,020	0,346	0,051	2,020	0,355	0,054	2,020	0,287	0,056	2,020	0,285	0,055	2,020	0,323	0,055	2,020	0,319	0,056	2,020	0,417	0,056	2,020	0,387	0,043	2,020	0,408	0,063	2,020	0,435	0,116	2,020	0,368	0,101	2,020	0,321	0,113	2,020	0,342	0,147	2,020	0,247	0,104
2,040	0,342	0,055	2,040	0,352	0,052	2,040	0,361	0,054	2,040	0,292	0,056	2,040	0,290	0,055	2,040	0,329	0,055	2,040	0,324	0,056	2,040	0,423	0,058	2,040	0,392	0,071	2,040	0,413	0,064	2,040	0,440	0,115	2,040	0,373	0,100	2,040	0,326	0,115	2,040	0,347	0,149	2,040	0,253	0,109
2,060	0,347	0,055	2,060	0,357	0,052	2,060	0,366	0,054	2,060	0,298	0,056	2,060	0,296	0,057	2,060	0,334	0,056	2,060	0,329	0,056	2,060	0,428	0,057	2,060	0,397	0,036	2,060	0,418	0,065	2,060	0,446	0,115	2,060	0,378	0,101	2,060	0,331	0,117	2,060	0,352	0,146	2,060	0,257	0,110
2,080	0,353	0,056	2,080	0,363	0,052	2,080	0,372	0,055	2,080	0,303	0,057	2,080	0,301	0,057	2,080	0,339	0,050	2,080	0,334	0,055	2,080	0,434	0,057	2,080	0,403	0,074	2,080	0,424	0,067	2,080	0,451	0,115	2,080	0,383	0,102	2,080	0,337	0,120	2,080	0,358	0,145	2,080	0,263	0,116
2,100	0,358	0,056	2,100	0,368	0,053	2,100	0,377	0,055	2,100	0,308	0,057	2,100	0,306	0,056	2,100	0,344	0,051	2,100	0,340	0,057	2,100	0,439	0,057	2,100	0,409	0,069	2,100	0,429	0,067	2,100	0,457	0,115	2,100	0,389	0,104	2,100	0,342	0,122	2,100	0,363	0,144	2,100	0,269	0,121
2,120	0,363	0,056	2,120	0,374	0,053	2,120	0,383	0,054	2,120	0,313	0,056	2,120	0,312	0,055	2,120	0,350	0,052	2,120	0,345	0,057	2,120	0,444	0,057	2,120	0,414	0,095	2,120	0,434	0,069	2,120	0,462	0,115	2,120	0,395	0,104	2,120	0,348	0,123	2,120	0,369	0,144	2,120	0,274	0,125
2,140	0,368	0,056	2,140	0,379	0,053	2,140	0,388	0,059	2,140	0,318	0,057	2,140	0,317	0,057	2,140	0,355	0,052	2,140	0,351	0,053	2,140	0,450	0,057	2,140	0,419	0,054	2,140	0,440	0,066	2,140	0,467	0,112	2,140	0,400	0,104	2,140	0,353	0,124	2,140	0,374	0,142	2,140	0,280	0,128
2,160	0,374	0,056	2,160	0,384	0,053	2,160	0,393	0,057	2,160	0,323	0,057	2,160	0,321	0,057	2,160	0,360	0,053	2,160	0,356	0,054	2,160	0,455	0,058	2,160	0,425	0,091	2,160	0,445	0,070	2,160	0,473	0,112	2,160	0,405	0,105	2,160	0,359	0,124	2,160	0,380	0,140	2,160	0,285	0,132
2,180	0,379	0,056	2,180	0,389	0,053	2,180	0,398	0,056	2,180	0,329	0,057	2,180	0,327	0,057	2,180	0,366	0,052	2,180	0,362	0,054	2,180	0,460	0,059	2,180	0,430	0,047	2,180	0,451	0,072	2,180	0,478	0,112	2,180	0,411	0,104	2,180	0,364	0,122	2,180	0,385	0,140	2,180	0,291	0,136
2,200	0,385	0,057	2,200	0,395	0,054	2,200	0,404	0,055	2,200	0,334	0,057	2,200	0,333	0,057	2,200	0,371	0,053	2,200	0,367	0,055	2,200	0,466	0,059	2,200	0,435	0,086	2,200	0,456	0,072	2,200	0,484	0,111	2,200	0,416	0,103	2,200	0,369	0,133	2,200	0,390	0,140	2,200	0,295	0,137
2,220	0,390	0,057	2,220	0,400	0,054	2,220	0,409	0,056	2,220	0,340	0,058	2,220	0,338	0,058	2,220	0,376	0,053	2,220	0,372	0,054	2,220	0,471	0,058	2,220	0,441	0,052	2,220	0,461	0,073	2,220	0,489	0,110	2,220	0,421	0,103	2,220	0,374	0,125	2,220	0,396	0,138	2,220	0,301	0,134
2,240	0,395	0,058	2,240	0,406	0,055	2,240	0,414	0,056	2,240	0,345	0,058	2,240	0,344	0,060	2,240	0,382	0,054	2,240	0,378	0,055	2,240	0,476	0,058	2,240	0,446	0,068	2,240	0,466	0,074	2,240	0,494	0,109	2,240	0,427	0,103	2,240	0,380	0,123	2,240	0,401	0,138	2,240	0,306	0,138
2,260	0,401	0,058	2,260	0,412	0,055	2,260	0,419	0,056	2,260	0,351	0,058	2,260	0,349	0,059	2,260	0,388	0,054	2,260	0,383	0,055	2,260	0,482	0,059	2,260	0,451	0,081	2,260	0,472	0,075	2,260	0,500	0,108	2,260	0,432	0,102	2,260	0,385	0,120	2,260	0,406	0,139	2,260	0,311	0,140
2,280	0,407	0,056	2,280	0,416	0,055	2,280	0,425	0,057	2,280	0,356	0,058	2,280	0,354	0,059	2,280	0,393	0,054	2,280	0,388	0,056	2,280	0,487	0,059	2,280	0,457	0,080	2,280	0,477	0,076	2,280	0,506	0,108	2,280	0,437	0,101	2,280	0,391	0,119	2,280	0,411	0,138	2,280	0,317	0,140
2,300	0,412	0,056	2,300	0,422	0,055	2,300	0,431	0,058	2,300	0,361	0,052	2,300	0,360	0,054	2,300	0,398	0,054	2,300	0,394	0,056	2,300	0,493	0,059	2,300	0,462	0,094	2,300	0,483	0,076	2,300	0,511	0,107	2,300	0,443	0,109	2,300	0,396	0,119	2,300	0,417	0,137	2,300	0,322	0,138
2,320	0,417	0,058	2,320	0,427	0,057	2,320	0,436	0,058	2,320	0,367	0,055	2,320	0,365	0,057	2,320	0,404	0,054	2,320	0,399	0,057	2,320	0,498	0,061	2,320	0,467	0,069	2,320	0,488	0,076	2,320	0,516	0,107	2,320	0,448	0,119	2,320	0,401	0,117	2,320	0,423	0,138	2,320	0,327	0,138
2,340	0,423	0,059	2,340	0,432	0,060	2,340	0,442	0,057	2,340	0,372	0,056	2,340	0,370	0,056	2,340	0,409	0,054	2,340	0,405	0,055	2,340	0,503	0,061	2,340	0,473	0,092	2,340	0,493	0,080	2,340	0,521	0,115	2,340	0,454	0,101	2,340	0,407	0,117	2,340	0,428	0,137	2,340	0,332	0,138
2,360	0,428	0,060	2,360	0,438	0,060	2,360	0,447	0,058	2,360	0,378	0,056	2,360	0,376	0,056	2,360	0,415	0,055	2,360	0,410	0,058	2,360	0,509	0,060	2,360	0,478	0,082	2,360	0,499	0,078	2,360	0,526	0,120	2,360	0,459	0,099	2,360	0,412	0,116	2,360	0,433	0,137	2,360	0,337	0,135
2,380	0,433	0,060	2,380	0,444	0,061	2,380	0,452	0,059	2,380	0,383	0,056	2,380	0,381	0,056	2,380	0,420	0,057	2,380	0,415	0,058	2,380	0,514	0,060	2,380	0,484	0,101	2,380	0,504	0,078	2,380	0,532	0,107	2,380	0,464	0,098	2,380	0,418	0,115	2,380	0,439	0,138	2,380	0,343	0,134
2,400	0,438	0,061	2,400	0,449	0,061	2,400	0,458	0,059	2,400	0,388	0,056	2,400	0,387	0,057	2,400	0,425	0,056	2,400	0,421	0,059	2,400	0,520	0,061	2,400	0,489	0,080	2,400	0,510	0,078	2,400	0,538	0,106	2,400	0,470	0,099	2,400	0,423	0,114	2,400	0,444	0,138	2,400	0,348	0,133
2,420	0,444	0,061	2,420	0,454	0,061	2,420	0,463	0,059	2,420	0,394	0,056	2,420	0,392	0,057	2,420	0,431	0,056	2,420	0,426	0,059	2,420	0,525	0,061	2,420	0,494	0,084	2,420	0,515	0,078	2,420	0,543	0,107	2,420	0,475	0,098	2,420	0,428	0,113	2,420	0,449	0,140	2,420	0,355	0,133
2,440	0,450	0,062	2,440	0,459	0,062	2,440	0,469	0,060	2,440	0,399	0,057	2,440	0,397	0,057	2,440	0,436	0,057	2,440	0,432	0,060	2,440	0,530	0,055	2,440	0,500	0,054	2,440	0,520	0,078	2,440	0,548	0,106	2,440	0,480	0,098	2,440	0,434	0,113	2,440	0,455	0,139	2,440	0,360	0,130
2,460	0,455	0,063	2,460	0,465	0,063	2,460	0,474	0,061	2,460	0,404	0,057	2,460	0,403	0,058	2,460	0,441	0,057	2,460	0,437	0,060	2,460	0,536	0,058	2,460	0,505	0,070	2,460	0,526	0,078	2,460	0,553	0,106	2,460	0,486	0,097	2,460	0,439	0,113	2,460	0,460	0,139	2,460	0,365	0,128
2,480	0,461	0,064	2,480	0,471	0,064	2,480	0,479	0,061	2,480	0,410	0,064	2,480	0,408	0,058	2,480	0,447	0,058	2,480	0,442	0,061	2,480	0,541	0,058	2,480	0,511	0,097	2,480	0,531	0,076	2,480	0,559	0,106	2,480	0,491	0,097	2,480	0,445	0,113	2,480	0,466	0,142	2,480	0,371	0,129
2,500	0,465	0,065	2,500	0,475	0,063	2,500	0,484	0,059	2,500	0,416	0,063	2,500	0,413	0,058	2,500	0,452	0,058	2,500	0,448	0,062	2,500	0,547	0,059	2,500	0,516	0,087	2,500	0,536	0,073	2,500	0,564	0,106	2,500	0,497	0,097	2,500	0,450	0,112	2,500	0,471	0,150	2,500	0,376	0,128
2,520	0,471	0,066	2,520	0,481	0,065	2,520	0,490	0,061	2,520	0,421	0,058	2,520	0,419	0,055	2,520	0,457	0,059	2,520	0,453	0,063	2,520	0,552	0,059	2,520	0,521	0,064	2,520	0,542	0,077	2,520	0,570	0,106	2,520	0,502	0,097	2,520	0,456	0,105	2,520	0,476	0,146	2,520	0,381	0,125
2,540	0,477	0,068	2,540	0,487	0,062	2,540	0,496	0,063	2,540	0,426	0,059	2,540	0,424	0,059	2,540	0,463	0,061	2,540	0,459	0,064	2,540	0,558	0,059	2,540	0,527	0,096	2,540	0,547	0,077	2,540	0,575	0,102	2,540	0,507	0,098	2,540	0,461	0,124	2,540	0,482	0,147	2,540	0,387	0,125
2,560	0,482	0,069	2,560	0,492	0,067	2,560	0,501	0,068	2,560	0,431	0,059	2,560	0,430	0,060	2,560	0,468	0,067	2,560	0,463	0,064	2,560	0,562	0,059	2,560	0,532	0,067	2,560	0,553	0,077	2,560	0,580	0,105	2,560	0,513	0,098	2,560	0,466	0,117	2,560	0,487	0,153	2,560	0,392	0,124
2,580	0,487	0,070	2,580	0,497	0,068	2,580	0,506	0,067	2,580	0,437	0,058	2,580	0,435	0,059	2,580	0,474	0,064	2,580	0,469	0,065	2,580	0,568	0,060	2,580	0,537	0,077	2,580	0,558	0,077	2,580	0,586	0,105	2,580	0,518	0,098	2,580	0,472	0,112	2,580	0,492	0,152	2,580	0,397	0,124
2,600	0,493	0,070	2,600	0,503	0,069	2,600	0,512	0,068	2,600	0,442	0,059	2,600	0,440	0,060	2,600	0,479	0,061	2,600	0,474	0,065	2,600	0,573	0,059	2,600	0,542	0,037	2,600	0,563	0,077	2,600	0,591	0,105	2,600	0,524	0,097	2,600	0,477	0,112	2,600	0,498	0,154	2,600	0,403	0,122
2,620	0,498	0,068	2,620	0,508	0,070	2,620	0,517	0,069	2,620	0,448	0,060	2,620	0,446	0,061	2,620	0,484	0,066	2,620	0,480	0,066	2,620	0,579	0,060	2,620	0,548	0,071	2,620	0,569	0,077	2,620	0,596	0,105	2,620	0,529	0,098	2,620	0,482	0,111	2,620	0,503	0,157	2,620	0,408	0,121
2,640	0,504	0,071	2,640	0,514	0,071	2,640	0,523	0,069	2,640	0,453	0,060	2,640	0,451	0,061	2,640	0,490	0,064	2,640	0,485	0,070	2,640	0,584	0,060	2,640	0,554	0,072	2,640	0,574	0,077	2,640	0,602	0,107	2,640	0,535	0,099	2,640	0,488	0,112	2,640	0,509	0,161	2,640	0,414	0,122
2,660	0,509	0,073	2,660	0,519	0,072	2,660	0,528	0,070	2,660	0,458	0,060	2,660	0,457	0,061	2,660	0,496	0,068	2,660	0,490	0,074	2,660	0,590	0,060	2,660	0,559	0,069	2,660	0,579	0,077	2,660	0,607	0,108	2,660	0,540	0,099	2,660	0,493	0,112	2,660	0,514	0,164	2,660	0,418	0,121
2,680	0,514	0,073	2,680	0,524	0,074	2,680	0,533	0,071	2,680	0,464	0,060	2,680	0,462	0,062	2,680	0,501	0,069	2,680	0,496	0,073	2,680	0,595	0,057	2,680	0,564	0,060	2,680	0,585	0,078	2,680	0,612	0,108	2,680	0,545	0,096	2,680	0,499	0,113	2,680	0,519	0,168	2,680	0,424	0,119
2,700	0,520	0,075	2,700	0,530	0,074	2,700	0,538	0,071	2,700	0,469	0,061	2,700	0,467	0,063	2,700	0,506	0,069	2,700	0,502	0,071	2,700	0,600	0,059	2,700	0,569	0,087	2,700	0,590	0,078	2,700	0,618	0,083	2,700	0,550	0,098	2,700	0,504	0,115	2,700	0,525	0,172	2,700	0,430	0,120
2,720	0,525	0,076	2,720	0,535	0,074	2,720	0,544	0,072	2,720	0,474	0,062	2,720	0,473	0,065	2,720	0,511	0,069	2,720	0,507	0,070	2,720	0,605	0,061	2,720	0,575	0,048	2,720	0,595	0,077	2,720	0,623	0,107	2,720	0,556	0,099	2,720	0,509	0,115	2,720	0,530	0,177	2,720	0,435	0,124
2,740	0,530	0,076	2,740	0,540	0,074	2,740	0,549	0,072	2,740	0,480	0,061	2,740	0,478	0,064	2,740	0,517	0,071	2,740	0,513	0,071	2,740	0,611	0,061	2,740	0,580	0,099	2,740	0,601	0,078	2,740	0,628	0,110	2,740	0,561	0,100	2,740	0,515	0,115	2,740	0,535	0,181	2,740	0,440	0,122
2,760	0,535	0,077	2,760	0,546	0,075	2,760	0,554	0,072	2,760	0,485	0,061	2,760	0,483	0,065	2,760	0,523	0,072	2,760	0,517	0,070	2,760	0,616	0,062	2,760	0,585	0,040	2,760	0,606	0,078	2,760	0,633	0,111	2,760	0,567	0,100	2,760	0,520	0,117	2,760	0,541	0,186	2,760	0,445	0,121
2,780	0,541	0,077	2,780	0,551	0,075	2,780	0,560	0,073	2,780	0,491	0,063	2,780	0,489	0,067	2,780	0,528	0,072	2,780	0,523	0,070	2,780	0,621	0,061	2,780	0,591	0,062	2,780	0,612	0,079	2,780	0,638	0,114	2,780	0,572	0,103	2,780	0,525	0,118	2,780	0,547	0,193	2,780	0,451	0,121
2,800	0,547	0,077	2,800	0,556	0,075	2,800	0,565	0,073	2,800	0,496	0,063	2,800	0,495	0,069	2,800	0,533	0,071	2,800	0,528	0,071	2,800	0,626	0,061	2,800	0,596	0,067	2,800	0,617	0,079	2,800	0,644	0,130	2,800	0,577	0,104	2,800	0,531	0,120	2,800	0,552	0,199	2,800	0,456	0,122
