Zeit (s) Messreihe #1;Spannung, Ch A (V) Messreihe #1;Spannung, Ch B (V) Messreihe #1;Zeit (s) Ringkern 1 Schalter Links;Spannung, Ch A (V) Ringkern 1 Schalter Links;Spannung, Ch B (V) Ringkern 1 Schalter Links;Zeit (s) RK1 Schalter links R_V;Spannung, Ch A (V) RK1 Schalter links R_V;Spannung, Ch B (V) RK1 Schalter links R_V;Zeit (s) Messreihe #4;Spannung, Ch A (V) Messreihe #4;Spannung, Ch B (V) Messreihe #4;Zeit (s) Messreihe #5;Spannung, Ch A (V) Messreihe #5;Spannung, Ch B (V) Messreihe #5;Zeit (s) Messreihe #6;Spannung, Ch A (V) Messreihe #6;Spannung, Ch B (V) Messreihe #6;Zeit (s) Messreihe #7;Spannung, Ch A (V) Messreihe #7;Spannung, Ch B (V) Messreihe #7;Zeit (s) Messreihe #8;Spannung, Ch A (V) Messreihe #8;Spannung, Ch B (V) Messreihe #8;Zeit (s) Messreihe #9;Spannung, Ch A (V) Messreihe #9;Spannung, Ch B (V) Messreihe #9;Zeit (s) Messreihe #10;Spannung, Ch A (V) Messreihe #10;Spannung, Ch B (V) Messreihe #10;Zeit (s) Messreihe #11;Spannung, Ch A (V) Messreihe #11;Spannung, Ch B (V) Messreihe #11;Zeit (s) Messreihe #12;Spannung, Ch A (V) Messreihe #12;Spannung, Ch B (V) Messreihe #12;Zeit (s) Messreihe #13;Spannung, Ch A (V) Messreihe #13;Spannung, Ch B (V) Messreihe #13;Zeit (s) Messreihe #14;Spannung, Ch A (V) Messreihe #14;Spannung, Ch B (V) Messreihe #14;Zeit (s) Messreihe #15;Spannung, Ch A (V) Messreihe #15;Spannung, Ch B (V) Messreihe #15;Zeit (s) Messreihe #16;Spannung, Ch A (V) Messreihe #16;Spannung, Ch B (V) Messreihe #16
2,950;-0,001;-0,003;2,950;0,003;-0,039;2,950;0,543;0,006;2,950;0,399;0,001;2,950;0,388;0,007;2,950;0,439;0,133;2,950;0,439;0,136;2,950;-6,614;-0,682;2,950;6,360;0,920;2,950;6,572;0,003;2,950;6,620;0,006;2,950;6,377;-0,002;2,950;6,504;0,002;2,950;0,980;0,283;2,950;0,835;-0,008;2,950;0,930;-0,003
3,000;-0,002;-0,004;3,000;0,003;-0,040;3,000;0,550;0,008;3,000;0,399;0,002;3,000;0,388;0,007;3,000;0,438;0,132;3,000;0,439;0,137;3,000;-6,614;-0,683;3,000;6,360;0,921;3,000;6,548;0,002;3,000;6,621;0,006;3,000;6,348;-0,001;3,000;6,503;0,001;3,000;0,979;0,282;3,000;0,835;-0,007;3,000;0,927;-0,002
3,050;-0,001;-0,004;3,050;0,003;-0,039;3,050;0,551;0,007;3,050;0,399;0,001;3,050;0,387;0,007;3,050;0,438;0,133;3,050;0,439;0,136;3,050;-6,614;-0,682;3,050;6,360;0,920;3,050;6,541;0,003;3,050;6,621;0,006;3,050;6,341;-0,002;3,050;6,504;0,002;3,050;0,978;0,283;3,050;0,835;-0,008;3,050;0,925;-0,003
3,100;-0,002;-0,004;3,100;0,003;-0,040;3,100;0,551;0,007;3,100;0,398;0,002;3,100;0,385;0,007;3,100;0,437;0,132;3,100;0,439;0,137;3,100;-6,614;-0,683;3,100;6,360;0,921;3,100;6,514;0,002;3,100;6,621;0,006;3,100;6,341;-0,001;3,100;6,504;0,002;3,100;0,978;0,282;3,100;0,835;-0,007;3,100;0,923;-0,002
3,150;-0,002;-0,005;3,150;0,003;-0,038;3,150;0,552;0,007;3,150;0,396;0,001;3,150;0,383;0,007;3,150;0,438;0,134;3,150;0,439;0,136;3,150;-6,614;-0,682;3,150;6,360;0,920;3,150;6,487;0,003;3,150;6,620;0,006;3,150;6,340;-0,002;3,150;6,504;0,003;3,150;0,978;0,283;3,150;0,835;-0,008;3,150;0,923;-0,003
3,200;-0,002;-0,005;3,200;0,003;-0,039;3,200;0,552;0,007;3,200;0,395;0,002;3,200;0,382;0,006;3,200;0,437;0,132;3,200;0,439;0,137;3,200;-6,614;-0,683;3,200;6,360;0,921;3,200;6,418;0,002;3,200;6,621;0,006;3,200;6,333;-0,001;3,200;6,503;0,001;3,200;0,977;0,282;3,200;0,835;-0,007;3,200;0,922;-0,002
3,250;-0,002;-0,005;3,250;0,003;-0,038;3,250;0,552;0,006;3,250;0,394;0,001;3,250;0,381;0,007;3,250;0,437;0,133;3,250;0,439;0,136;3,250;-6,614;-0,682;3,250;6,360;0,920;3,250;6,338;0,003;3,250;6,621;0,006;3,250;6,319;-0,002;3,250;6,503;0,003;3,250;0,977;0,283;3,250;0,835;-0,008;3,250;0,920;-0,003
3,300;-0,002;-0,005;3,300;0,003;-0,038;3,300;0,554;0,007;3,300;0,394;0,002;3,300;0,381;0,007;3,300;0,437;0,132;3,300;0,439;0,137;3,300;-6,610;-0,683;3,300;6,360;0,921;3,300;6,315;0,002;3,300;6,621;0,006;3,300;6,316;-0,001;3,300;6,498;0,001;3,300;0,976;0,282;3,300;0,835;-0,007;3,300;0,920;-0,002
3,350;-0,002;-0,006;3,350;0,003;-0,037;3,350;0,571;0,007;3,350;0,392;9,735E-4;3,350;0,381;0,007;3,350;0,437;0,133;3,350;0,439;0,136;3,350;-6,606;-0,682;3,350;6,359;0,920;3,350;6,315;0,003;3,350;6,621;0,006;3,350;6,302;-0,002;3,350;6,495;0,003;3,350;0,975;0,283;3,350;0,836;-0,008;3,350;0,919;-0,003
3,400;-0,002;-0,006;3,400;0,004;-0,038;3,400;0,576;0,008;3,400;0,391;0,002;3,400;0,381;0,006;3,400;0,437;0,133;3,400;0,439;0,137;3,400;-6,605;-0,683;3,400;6,361;0,921;3,400;6,315;0,002;3,400;6,622;0,006;3,400;6,301;-0,001;3,400;6,494;0,001;3,400;0,975;0,282;3,400;0,836;-0,007;3,400;0,919;-0,002
3,450;-0,002;-0,007;3,450;0,004;-0,037;3,450;0,578;0,007;3,450;0,391;0,001;3,450;0,381;0,007;3,450;0,436;0,133;3,450;0,439;0,136;3,450;-6,602;-0,682;3,450;6,363;0,920;3,450;6,315;0,003;3,450;6,621;0,006;3,450;6,300;-0,002;3,450;6,495;0,003;3,450;0,974;0,283;3,450;0,836;-0,008;3,450;0,918;-0,003
3,500;-0,003;-0,007;3,500;0,004;-0,037;3,500;0,594;0,008;3,500;0,389;0,002;3,500;0,381;0,007;3,500;0,434;0,132;3,500;0,439;0,137;3,500;-6,600;-0,683;3,500;6,363;0,921;3,500;6,315;0,002;3,500;6,623;0,006;3,500;6,301;-0,001;3,500;6,494;0,001;3,500;0,973;0,282;3,500;0,836;-0,007;3,500;0,918;-0,002
3,550;-0,002;-0,008;3,550;0,004;-0,036;3,550;0,603;0,008;3,550;0,387;0,001;3,550;0,380;0,007;3,550;0,432;0,133;3,550;0,439;0,136;3,550;-6,595;-0,682;3,550;6,363;0,920;3,550;6,315;0,003;3,550;6,622;0,006;3,550;6,291;-0,002;3,550;6,484;0,002;3,550;0,973;0,283;3,550;0,836;-0,008;3,550;0,917;-0,003
3,600;-0,003;-0,008;3,600;0,004;-0,037;3,600;0,608;0,008;3,600;0,386;0,002;3,600;0,379;0,007;3,600;0,430;0,132;3,600;0,439;0,137;3,600;-6,591;-0,682;3,600;6,363;0,921;3,600;6,315;0,002;3,600;6,621;0,006;3,600;6,287;-0,001;3,600;6,463;0,002;3,600;0,972;0,282;3,600;0,836;-0,007;3,600;0,917;-0,002
3,650;-0,003;-0,009;3,650;0,004;-0,036;3,650;0,627;0,007;3,650;0,386;0,001;3,650;0,379;0,007;3,650;0,430;0,134;3,650;0,439;0,136;3,650;-6,592;-0,682;3,650;6,363;0,920;3,650;6,315;0,003;3,650;6,621;0,006;3,650;6,277;-0,001;3,650;6,449;0,003;3,650;0,972;0,283;3,650;0,836;-0,008;3,650;0,917;-0,003
3,700;-0,003;-0,008;3,700;0,004;-0,036;3,700;0,633;0,009;3,700;0,385;0,002;3,700;0,378;0,006;3,700;0,430;0,133;3,700;0,439;0,137;3,700;-6,590;-0,683;3,700;6,363;0,921;3,700;6,315;0,002;3,700;6,621;0,006;3,700;6,271;-0,001;3,700;6,445;0,001;3,700;0,971;0,281;3,700;0,836;-0,007;3,700;0,916;-0,002
3,750;-0,003;-0,009;3,750;0,004;-0,036;3,750;0,634;0,008;3,750;0,383;0,001;3,750;0,378;0,007;3,750;0,429;0,133;3,750;0,439;0,136;3,750;-6,580;-0,682;3,750;6,362;0,920;3,750;6,315;0,003;3,750;6,621;0,006;3,750;6,264;-0,002;3,750;6,445;0,002;3,750;0,970;0,282;3,750;0,836;-0,008;3,750;0,915;-0,003
3,800;-0,003;-0,008;3,800;0,004;-0,036;3,800;0,634;0,009;3,800;0,379;0,002;3,800;0,378;0,007;3,800;0,429;0,133;3,800;0,439;0,137;3,800;-6,579;-0,683;3,800;6,362;0,921;3,800;6,314;0,001;3,800;6,621;0,006;3,800;6,252;-0,001;3,800;6,445;0,001;3,800;0,971;0,282;3,800;0,836;-0,007;3,800;0,912;-0,002
3,850;-0,003;-0,009;3,850;0,004;-0,035;3,850;0,634;0,008;3,850;0,377;0,001;3,850;0,378;0,007;3,850;0,429;0,133;3,850;0,439;0,136;3,850;-6,575;-0,681;3,850;6,354;0,920;3,850;6,314;0,002;3,850;6,621;0,006;3,850;6,243;-0,001;3,850;6,445;0,003;3,850;0,970;0,282;3,850;0,836;-0,008;3,850;0,910;-0,003
3,900;-0,003;-0,009;3,900;0,004;-0,036;3,900;0,634;0,009;3,900;0,377;0,002;3,900;0,378;0,007;3,900;0,429;0,133;3,900;0,439;0,137;3,900;-6,574;-0,683;3,900;6,346;0,921;3,900;6,314;0,002;3,900;6,621;0,006;3,900;6,238;-0,001;3,900;6,445;0,002;3,900;0,970;0,282;3,900;0,836;-0,007;3,900;0,909;-0,002
3,950;-0,003;-0,010;3,950;0,004;-0,035;3,950;0,634;0,008;3,950;0,377;0,001;3,950;0,378;0,007;3,950;0,429;0,133;3,950;0,439;0,136;3,950;-6,574;-0,682;3,950;6,343;0,920;3,950;6,314;0,003;3,950;6,621;0,006;3,950;6,232;-0,002;3,950;6,444;0,003;3,950;0,970;0,283;3,950;0,836;-0,008;3,950;0,906;-0,004
4,000;-0,003;-0,010;4,000;0,004;-0,036;4,000;0,634;0,009;4,000;0,377;0,002;4,000;0,376;0,006;4,000;0,429;0,132;4,000;0,439;0,137;4,000;-6,573;-0,682;4,000;6,327;0,921;4,000;6,315;0,002;4,000;6,621;0,006;4,000;6,219;-0,001;4,000;6,444;0,001;4,000;0,969;0,281;4,000;0,836;-0,007;4,000;0,905;-0,003
4,050;-0,003;-0,011;4,050;0,004;-0,035;4,050;0,641;0,008;4,050;0,376;0,001;4,050;0,375;0,007;4,050;0,429;0,134;4,050;0,439;0,136;4,050;-6,567;-0,681;4,050;6,324;0,920;4,050;6,314;0,003;4,050;6,621;0,006;4,050;6,201;-0,002;4,050;6,444;0,003;4,050;0,969;0,283;4,050;0,836;-0,008;4,050;0,905;-0,004
4,100;-0,003;-0,011;4,100;0,004;-0,035;4,100;0,647;0,009;4,100;0,372;0,002;4,100;0,374;0,007;4,100;0,429;0,132;4,100;0,438;0,137;4,100;-6,566;-0,683;4,100;6,319;0,921;4,100;6,314;0,002;4,100;6,621;0,006;4,100;6,197;-0,002;4,100;6,443;0,002;4,100;0,968;0,281;4,100;0,836;-0,007;4,100;0,905;-0,003
4,150;-0,003;-0,011;4,150;0,004;-0,034;4,150;0,654;0,008;4,150;0,371;9,686E-4;4,150;0,375;0,007;4,150;0,428;0,133;4,150;0,438;0,136;4,150;-6,562;-0,682;4,150;6,311;0,920;4,150;6,300;0,003;4,150;6,621;0,006;4,150;6,195;-0,001;4,150;6,423;0,002;4,150;0,968;0,282;4,150;0,836;-0,008;4,150;0,904;-0,004
4,200;-0,004;-0,012;4,200;0,004;-0,035;4,200;0,659;0,009;4,200;0,370;0,002;4,200;0,374;0,006;4,200;0,428;0,132;4,200;0,437;0,137;4,200;-6,558;-0,683;4,200;6,311;0,921;4,200;6,152;0,002;4,200;6,621;0,006;4,200;6,193;-0,002;4,200;6,418;0,001;4,200;0,968;0,281;4,200;0,836;-0,007;4,200;0,904;-0,003
4,250;-0,003;-0,012;4,250;0,004;-0,034;4,250;0,661;0,008;4,250;0,370;0,001;4,250;0,374;0,007;4,250;0,428;0,133;4,250;0,437;0,136;4,250;-6,553;-0,682;4,250;6,310;0,920;4,250;6,100;0,003;4,250;6,621;0,006;4,250;6,193;-0,001;4,250;6,418;0,002;4,250;0,968;0,283;4,250;0,836;-0,008;4,250;0,904;-0,004
4,300;-0,004;-0,012;4,300;0,004;-0,035;4,300;0,672;0,009;4,300;0,370;0,002;4,300;0,373;0,006;4,300;0,428;0,132;4,300;0,436;0,137;4,300;-6,552;-0,683;4,300;6,306;0,921;4,300;6,099;0,001;4,300;6,621;0,006;4,300;6,192;-0,002;4,300;6,418;0,001;4,300;0,967;0,281;4,300;0,836;-0,007;4,300;0,902;-0,002
4,350;-0,004;-0,013;4,350;0,004;-0,034;4,350;0,686;0,008;4,350;0,370;0,001;4,350;0,373;0,007;4,350;0,429;0,133;4,350;0,435;0,136;4,350;-6,549;-0,681;4,350;6,303;0,920;4,350;6,099;0,002;4,350;6,621;0,006;4,350;6,193;-0,001;4,350;6,418;0,002;4,350;0,967;0,282;4,350;0,836;-0,008;4,350;0,899;-0,004
4,400;-0,004;-0,013;4,400;0,004;-0,034;4,400;0,690;0,010;4,400;0,369;0,002;4,400;0,373;0,007;4,400;0,428;0,132;4,400;0,434;0,137;4,400;-6,546;-0,683;4,400;6,293;0,921;4,400;6,099;0,002;4,400;6,621;0,006;4,400;6,192;-0,002;4,400;6,418;0,002;4,400;0,967;0,281;4,400;0,835;-0,007;4,400;0,898;-0,003
4,450;-0,004;-0,014;4,450;0,004;-0,034;4,450;0,692;0,009;4,450;0,368;0,001;4,450;0,373;0,007;4,450;0,429;0,134;4,450;0,434;0,136;4,450;-6,540;-0,682;4,450;6,289;0,920;4,450;6,080;0,003;4,450;6,620;0,006;4,450;6,192;-0,001;4,450;6,409;0,003;4,450;0,966;0,282;4,450;0,836;-0,008;4,450;0,897;-0,004
4,500;-0,004;-0,015;4,500;0,004;-0,034;4,500;0,701;0,010;4,500;0,366;0,001;4,500;0,372;0,007;4,500;0,429;0,133;4,500;0,434;0,137;4,500;-6,538;-0,682;4,500;6,284;0,921;4,500;6,072;0,002;4,500;6,621;0,006;4,500;6,192;-0,001;4,500;6,395;0,001;4,500;0,966;0,281;4,500;0,836;-0,007;4,500;0,897;-0,003
4,550;-0,005;-0,016;4,550;0,004;-0,033;4,550;0,704;0,009;4,550;0,364;0,001;4,550;0,371;0,007;4,550;0,429;0,134;4,550;0,433;0,136;4,550;-6,531;-0,681;4,550;6,281;0,920;4,550;6,058;0,003;4,550;6,621;0,006;4,550;6,192;-0,002;4,550;6,395;0,002;4,550;0,966;0,282;4,550;0,836;-0,008;4,550;0,897;-0,004
4,600;-0,005;-0,016;4,600;0,004;-0,034;4,600;0,709;0,010;4,600;0,364;0,001;4,600;0,371;0,006;4,600;0,428;0,132;4,600;0,434;0,137;4,600;-6,530;-0,683;4,600;6,275;0,921;4,600;6,040;0,002;4,600;6,621;0,006;4,600;6,192;-0,001;4,600;6,395;0,002;4,600;0,966;0,281;4,600;0,836;-0,007;4,600;0,897;-0,003
4,650;-0,005;-0,017;4,650;0,004;-0,033;4,650;0,716;0,009;4,650;0,363;0,001;4,650;0,371;0,007;4,650;0,429;0,134;4,650;0,433;0,136;4,650;-6,526;-0,682;4,650;6,275;0,920;4,650;6,030;0,003;4,650;6,621;0,006;4,650;6,192;-0,001;4,650;6,394;0,003;4,650;0,965;0,282;4,650;0,836;-0,008;4,650;0,897;-0,004
4,700;-0,005;-0,017;4,700;0,004;-0,034;4,700;0,717;0,010;4,700;0,363;0,001;4,700;0,370;0,007;4,700;0,428;0,132;4,700;0,434;0,137;4,700;-6,526;-0,682;4,700;6,266;0,921;4,700;6,013;0,002;4,700;6,621;0,005;4,700;6,193;-0,001;4,700;6,373;0,002;4,700;0,965;0,281;4,700;0,836;-0,007;4,700;0,897;-0,003
4,750;-0,005;-0,017;4,750;0,005;-0,032;4,750;0,719;0,009;4,750;0,361;0,001;4,750;0,370;0,007;4,750;0,427;0,134;4,750;0,434;0,136;4,750;-6,521;-0,681;4,750;6,258;0,920;4,750;6,009;0,003;4,750;6,621;0,006;4,750;6,184;-0,001;4,750;6,364;0,002;4,750;0,964;0,282;4,750;0,835;-0,008;4,750;0,897;-0,004
4,800;-0,005;-0,016;4,800;0,005;-0,033;4,800;0,743;0,010;4,800;0,359;0,001;4,800;0,370;0,006;4,800;0,427;0,133;4,800;0,433;0,137;4,800;-6,513;-0,682;4,800;6,254;0,921;4,800;5,990;0,002;4,800;6,621;0,006;4,800;6,130;-0,002;4,800;6,364;0,001;4,800;0,964;0,281;4,800;0,835;-0,007;4,800;0,894;-0,003
4,850;-0,005;-0,017;4,850;0,005;-0,032;4,850;0,766;0,010;4,850;0,357;8,698E-4;4,850;0,370;0,007;4,850;0,426;0,133;4,850;0,433;0,136;4,850;-6,508;-0,681;4,850;6,253;0,920;4,850;5,988;0,003;4,850;6,621;0,006;4,850;6,095;-0,002;4,850;6,364;0,003;4,850;0,964;0,283;4,850;0,835;-0,008;4,850;0,893;-0,004
4,900;-0,005;-0,017;4,900;0,005;-0,032;4,900;0,778;0,011;4,900;0,354;9,882E-4;4,900;0,369;0,007;4,900;0,426;0,132;4,900;0,433;0,137;4,900;-6,507;-0,682;4,900;6,253;0,921;4,900;5,973;0,002;4,900;6,621;0,006;4,900;6,072;-0,001;4,900;6,364;0,001;4,900;0,964;0,281;4,900;0,834;-0,007;4,900;0,892;-0,003
4,950;-0,005;-0,017;4,950;0,005;-0,032;4,950;0,779;0,010;4,950;0,352;9,442E-4;4,950;0,368;0,007;4,950;0,426;0,134;4,950;0,434;0,136;4,950;-6,504;-0,682;4,950;6,253;0,920;4,950;5,973;0,003;4,950;6,620;0,006;4,950;6,059;-0,001;4,950;6,364;0,003;4,950;0,964;0,282;4,950;0,834;-0,008;4,950;0,889;-0,004
5,000;-0,005;-0,016;5,000;0,005;-0,032;5,000;0,784;0,011;5,000;0,348;9,674E-4;5,000;0,367;0,006;5,000;0,426;0,133;5,000;0,434;0,137;5,000;-6,497;-0,682;5,000;6,244;0,921;5,000;5,973;0,002;5,000;6,620;0,005;5,000;6,046;-0,002;5,000;6,364;0,001;5,000;0,963;0,281;5,000;0,833;-0,007;5,000;0,887;-0,003
5,050;-0,005;-0,017;5,050;0,005;-0,031;5,050;0,792;0,010;5,050;0,343;9,515E-4;5,050;0,366;0,007;5,050;0,426;0,133;5,050;0,433;0,136;5,050;-6,493;-0,681;5,050;6,236;0,920;5,050;5,973;0,003;5,050;6,620;0,006;5,050;6,028;-0,002;5,050;6,364;0,003;5,050;0,963;0,282;5,050;0,833;-0,008;5,050;0,886;-0,005
5,100;-0,005;-0,017;5,100;0,005;-0,031;5,100;0,793;0,011;5,100;0,342;8,307E-4;5,100;0,366;0,006;5,100;0,425;0,133;5,100;0,433;0,137;5,100;-6,489;-0,682;5,100;6,232;0,921;5,100;5,973;0,002;5,100;6,620;0,006;5,100;6,020;-0,002;5,100;6,364;0,002;5,100;0,962;0,281;5,100;0,833;-0,007;5,100;0,885;-0,003
5,150;-0,005;-0,018;5,150;0,005;-0,030;5,150;0,793;0,010;5,150;0,340;6,671E-4;5,150;0,366;0,007;5,150;0,424;0,133;5,150;0,433;0,136;5,150;-6,487;-0,681;5,150;6,217;0,920;5,150;5,972;0,002;5,150;6,620;0,006;5,150;5,998;-0,002;5,150;6,364;0,002;5,150;0,962;0,282;5,150;0,832;-0,008;5,150;0,884;-0,004
5,200;-0,005;-0,018;5,200;0,005;-0,031;5,200;0,794;0,011;5,200;0,338;5,438E-4;5,200;0,366;0,006;5,200;0,424;0,132;5,200;0,433;0,137;5,200;-6,477;-0,682;5,200;6,214;0,920;5,200;5,972;0,001;5,200;6,620;0,006;5,200;5,995;-0,002;5,200;6,364;0,001;5,200;0,961;0,281;5,200;0,832;-0,007;5,200;0,882;-0,004
5,250;-0,005;-0,018;5,250;0,005;-0,030;5,250;0,802;0,010;5,250;0,337;4,852E-4;5,250;0,365;0,007;5,250;0,424;0,133;5,250;0,433;0,136;5,250;-6,471;-0,681;5,250;6,212;0,920;5,250;5,973;0,003;5,250;6,620;0,006;5,250;5,982;-0,002;5,250;6,353;0,002;5,250;0,961;0,282;5,250;0,832;-0,008;5,250;0,882;-0,005
5,300;-0,005;-0,018;5,300;0,005;-0,031;5,300;0,809;0,011;5,300;0,336;6,268E-4;5,300;0,365;0,006;5,300;0,424;0,132;5,300;0,433;0,137;5,300;-6,456;-0,682;5,300;6,210;0,921;5,300;5,973;0,002;5,300;6,620;0,006;5,300;5,972;-0,002;5,300;6,341;0,001;5,300;0,961;0,281;5,300;0,831;-0,007;5,300;0,881;-0,004
5,350;-0,005;-0,019;5,350;0,006;-0,030;5,350;0,813;0,011;5,350;0,334;7,257E-4;5,350;0,364;0,006;5,350;0,424;0,134;5,350;0,433;0,136;5,350;-6,446;-0,681;5,350;6,209;0,919;5,350;5,973;0,003;5,350;6,620;0,006;5,350;5,960;-0,001;5,350;6,341;0,002;5,350;0,960;0,282;5,350;0,831;-0,008;5,350;0,880;-0,005
5,400;-0,005;-0,018;5,400;0,006;-0,030;5,400;0,825;0,012;5,400;0,331;6,207E-4;5,400;0,363;0,007;5,400;0,424;0,133;5,400;0,433;0,137;5,400;-6,435;-0,682;5,400;6,209;0,920;5,400;5,973;0,002;5,400;6,620;0,006;5,400;5,955;-0,002;5,400;6,342;0,002;5,400;0,960;0,281;5,400;0,831;-0,007;5,400;0,880;-0,004
5,450;-0,006;-0,019;5,450;0,005;-0,030;5,450;0,829;0,011;5,450;0,328;2,899E-4;5,450;0,362;0,007;5,450;0,424;0,134;5,450;0,432;0,136;5,450;-6,422;-0,681;5,450;6,197;0,919;5,450;5,973;0,003;5,450;6,620;0,006;5,450;5,946;-0,002;5,450;6,341;0,003;5,450;0,960;0,282;5,450;0,831;-0,008;5,450;0,879;-0,005
5,500;-0,006;-0,019;5,500;0,006;-0,030;5,500;0,838;0,012;5,500;0,325;5,048E-4;5,500;0,361;0,007;5,500;0,424;0,133;5,500;0,432;0,137;5,500;-6,410;-0,682;5,500;6,159;0,920;5,500;5,973;0,002;5,500;6,620;0,006;5,500;5,942;-0,002;5,500;6,341;0,002;5,500;0,960;0,281;5,500;0,830;-0,007;5,500;0,877;-0,004
5,550;-0,006;-0,020;5,550;0,006;-0,029;5,550;0,857;0,011;5,550;0,320;1,166E-4;5,550;0,360;0,007;5,550;0,424;0,133;5,550;0,432;0,136;5,550;-6,399;-0,681;5,550;6,139;0,919;5,550;5,973;0,003;5,550;6,620;0,007;5,550;5,928;-0,002;5,550;6,341;0,003;5,550;0,960;0,282;5,550;0,830;-0,008;5,550;0,877;-0,005
5,600;-0,006;-0,019;5,600;0,006;-0,030;5,600;0,867;0,012;5,600;0,319;1,520E-4;5,600;0,358;0,006;5,600;0,423;0,132;5,600;0,432;0,137;5,600;-6,387;-0,682;5,600;6,122;0,920;5,600;5,973;0,002;5,600;6,621;0,006;5,600;5,907;-0,002;5,600;6,330;0,001;5,600;0,960;0,281;5,600;0,830;-0,007;5,600;0,877;-0,004
5,650;-0,006;-0,020;5,650;0,006;-0,028;5,650;0,868;0,011;5,650;0,318;3,094E-4;5,650;0,357;0,007;5,650;0,423;0,134;5,650;0,432;0,136;5,650;-6,374;-0,681;5,650;6,121;0,919;5,650;5,973;0,003;5,650;6,623;0,006;5,650;5,904;-0,001;5,650;6,314;0,003;5,650;0,960;0,282;5,650;0,830;-0,008;5,650;0,875;-0,005
5,700;-0,006;-0,020;5,700;0,006;-0,028;5,700;0,868;0,012;5,700;0,316;-5,554E-5;5,700;0,355;0,006;5,700;0,422;0,132;5,700;0,431;0,137;5,700;-6,358;-0,682;5,700;6,110;0,920;5,700;5,963;0,002;5,700;6,623;0,006;5,700;5,887;-0,002;5,700;6,314;0,001;5,700;0,960;0,281;5,700;0,829;-0,007;5,700;0,872;-0,004
5,750;-0,006;-0,021;5,750;0,006;-0,028;5,750;0,869;0,011;5,750;0,316;3,986E-4;5,750;0,354;0,006;5,750;0,422;0,133;5,750;0,431;0,136;5,750;-6,345;-0,681;5,750;6,107;0,919;5,750;5,953;0,003;5,750;6,614;0,006;5,750;5,874;-0,001;5,750;6,314;0,003;5,750;0,960;0,282;5,750;0,829;-0,008;5,750;0,871;-0,005
5,800;-0,006;-0,021;5,800;0,006;-0,028;5,800;0,876;0,012;5,800;0,315;-6,897E-5;5,800;0,355;0,006;5,800;0,422;0,132;5,800;0,431;0,137;5,800;-6,318;-0,681;5,800;6,107;0,920;5,800;5,947;0,002;5,800;6,574;0,005;5,800;5,873;-0,001;5,800;6,314;0,002;5,800;0,960;0,281;5,800;0,829;-0,007;5,800;0,870;-0,004
5,850;-0,006;-0,021;5,850;0,006;-0,027;5,850;0,888;0,012;5,850;0,314;1,569E-4;5,850;0,354;0,006;5,850;0,422;0,134;5,850;0,430;0,136;5,850;-6,305;-0,680;5,850;6,107;0,919;5,850;5,945;0,003;5,850;6,574;0,006;5,850;5,869;-0,001;5,850;6,296;0,002;5,850;0,960;0,282;5,850;0,829;-0,008;5,850;0,871;-0,005
5,900;-0,006;-0,021;5,900;0,006;-0,027;5,900;0,890;0,012;5,900;0,312;-2,875E-4;5,900;0,354;0,006;5,900;0,422;0,132;5,900;0,429;0,137;5,900;-6,299;-0,681;5,900;6,107;0,920;5,900;5,945;0,002;5,900;6,560;0,006;5,900;5,860;-0,002;5,900;6,283;0,001;5,900;0,959;0,281;5,900;0,829;-0,007;5,900;0,869;-0,004
5,950;-0,007;-0,022;5,950;0,006;-0,027;5,950;0,896;0,011;5,950;0,311;3,021E-4;5,950;0,353;0,007;5,950;0,422;0,134;5,950;0,428;0,136;5,950;-6,271;-0,680;5,950;6,107;0,919;5,950;5,945;0,003;5,950;6,556;0,006;5,950;5,851;-0,001;5,950;6,280;0,003;5,950;0,958;0,282;5,950;0,829;-0,008;5,950;0,869;-0,005
6,000;-0,007;-0,022;6,000;0,006;-0,027;6,000;0,899;0,012;6,000;0,308;-2,777E-4;6,000;0,352;0,006;6,000;0,421;0,132;6,000;0,426;0,137;6,000;-6,267;-0,681;6,000;6,107;0,920;6,000;5,946;0,002;6,000;6,555;0,006;6,000;5,836;-0,002;6,000;6,257;0,001;6,000;0,958;0,281;6,000;0,829;-0,007;6,000;0,870;-0,004
6,050;-0,007;-0,022;6,050;0,006;-0,026;6,050;0,899;0,011;6,050;0,304;5,188E-5;6,050;0,351;0,007;6,050;0,421;0,133;6,050;0,425;0,136;6,050;-6,260;-0,680;6,050;6,098;0,919;6,050;5,945;0,003;6,050;6,537;0,007;6,050;5,831;-0,002;6,050;6,254;0,003;6,050;0,958;0,282;6,050;0,829;-0,008;6,050;0,870;-0,005
6,100;-0,007;-0,022;6,100;0,006;-0,027;6,100;0,900;0,013;6,100;0,297;-5,267E-4;6,100;0,351;0,006;6,100;0,421;0,132;6,100;0,425;0,137;6,100;-6,250;-0,682;6,100;6,090;0,920;6,100;5,946;0,002;6,100;6,525;0,006;6,100;5,818;-0,002;6,100;6,235;0,001;6,100;0,957;0,281;6,100;0,829;-0,007;6,100;0,869;-0,004
