Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15	Zeit (s) Messreihe #16	Spannung, Ch A (V) Messreihe #16	Spannung, Ch B (V) Messreihe #16	Zeit (s) Messreihe #17	Spannung, Ch A (V) Messreihe #17	Spannung, Ch B (V) Messreihe #17	Zeit (s) Messreihe #18	Spannung, Ch A (V) Messreihe #18	Spannung, Ch B (V) Messreihe #18	Zeit (s) Messreihe #19	Spannung, Ch A (V) Messreihe #19	Spannung, Ch B (V) Messreihe #19	Zeit (s) Messreihe #20	Spannung, Ch A (V) Messreihe #20	Spannung, Ch B (V) Messreihe #20	Zeit (s) Messreihe #21	Spannung, Ch A (V) Messreihe #21	Spannung, Ch B (V) Messreihe #21	Zeit (s) Messreihe #22	Spannung, Ch A (V) Messreihe #22	Spannung, Ch B (V) Messreihe #22	Zeit (s) Messreihe #23	Spannung, Ch A (V) Messreihe #23	Spannung, Ch B (V) Messreihe #23	Zeit (s) Messreihe #24	Spannung, Ch A (V) Messreihe #24	Spannung, Ch B (V) Messreihe #24	Zeit (s) Messreihe #25	Spannung, Ch A (V) Messreihe #25	Spannung, Ch B (V) Messreihe #25	Zeit (s) Messreihe #26	Spannung, Ch A (V) Messreihe #26	Spannung, Ch B (V) Messreihe #26	Zeit (s) Messreihe #27	Spannung, Ch A (V) Messreihe #27	Spannung, Ch B (V) Messreihe #27	Zeit (s) Messreihe #28	Spannung, Ch A (V) Messreihe #28	Spannung, Ch B (V) Messreihe #28	Zeit (s) Messreihe #29	Spannung, Ch A (V) Messreihe #29	Spannung, Ch B (V) Messreihe #29	Zeit (s) Messreihe #30	Spannung, Ch A (V) Messreihe #30	Spannung, Ch B (V) Messreihe #30	Zeit (s) Messreihe #31	Spannung, Ch A (V) Messreihe #31	Spannung, Ch B (V) Messreihe #31	Zeit (s) Messreihe #32	Spannung, Ch A (V) Messreihe #32	Spannung, Ch B (V) Messreihe #32	Zeit (s) Messreihe #33	Spannung, Ch A (V) Messreihe #33	Spannung, Ch B (V) Messreihe #33	Zeit (s) Messreihe #34	Spannung, Ch A (V) Messreihe #34	Spannung, Ch B (V) Messreihe #34	Zeit (s) Messreihe #35	Spannung, Ch A (V) Messreihe #35	Spannung, Ch B (V) Messreihe #35	Zeit (s) Messreihe #36	Spannung, Ch A (V) Messreihe #36	Spannung, Ch B (V) Messreihe #36
1,150	0,002	0,032				1,150	0,004	0,043	1,150	0,003	0,023	1,150	0,003	0,019	1,150	0,003	4,541E-4	1,150	2,554	7,760	1,150	0,094	-7,861E-4	1,150	0,143	0,051	1,150	0,055	0,029	1,150	0,040	0,014	1,150	0,071	0,013	1,150	0,208	0,024	1,150	0,183	0,045	1,150	0,142	0,025	1,150	0,168	0,042	1,150	0,155	0,036	1,150	0,140	0,059	1,150	0,181	0,056	1,150	0,088	-0,016	1,150	0,134	0,033	1,150	1,977	2,909	1,150	0,154	0,038	1,150	0,095	0,037	1,150	0,007	0,042	1,150	0,007	0,055	1,150	0,047	0,027	1,150	0,045	0,203	1,150	0,007	0,022	1,150	0,067	0,027	1,150	0,008	0,055	1,150	0,070	0,108	1,150	0,008	0,030	1,150	0,040	0,031	1,150	0,022	0,029	1,150	0,007	0,039
1,200	0,002	0,018				1,200	0,004	0,009	1,200	0,003	0,019	1,200	0,002	0,011	1,200	0,003	0,033	1,200	0,019	0,186	1,200	0,110	0,028	1,200	0,158	0,017	1,200	0,070	0,017	1,200	0,055	0,036	1,200	0,087	0,049	1,200	0,223	0,046	1,200	0,198	0,026	1,200	0,157	0,043	1,200	0,183	0,043	1,200	0,170	0,043	1,200	0,155	0,021	1,200	0,196	0,024	1,200	0,103	-0,006	1,200	0,149	0,023	1,200	0,013	-0,079	1,200	0,168	0,022	1,200	0,110	0,015	1,200	0,007	0,041	1,200	0,007	0,021	1,200	0,061	0,067	1,200	0,059	0,066	1,200	0,007	0,056	1,200	0,066	0,056	1,200	0,008	0,023	1,200	0,059	0,032	1,200	0,008	0,062	1,200	0,036	0,068	1,200	0,036	0,051	1,200	0,007	0,041
1,250	0,002	0,031				1,250	0,004	0,043	1,250	0,003	0,024	1,250	0,002	0,019	1,250	0,002	3,235E-4	1,250	0,034	0,023	1,250	0,126	0,002	1,250	0,173	0,052	1,250	0,085	0,032	1,250	0,070	0,021	1,250	0,101	0,015	1,250	0,238	0,025	1,250	0,212	0,046	1,250	0,172	0,027	1,250	0,198	0,043	1,250	0,185	0,038	1,250	0,170	0,060	1,250	0,211	0,056	1,250	0,118	-0,002	1,250	0,163	0,034	1,250	0,028	-0,010	1,250	0,183	0,039	1,250	0,125	0,041	1,250	0,008	0,042	1,250	0,007	0,049	1,250	0,075	0,027	1,250	0,073	0,041	1,250	0,007	0,021	1,250	0,078	0,032	1,250	0,008	0,052	1,250	0,069	0,052	1,250	0,007	0,027	1,250	0,053	0,055	1,250	0,051	0,046	1,250	0,625	2,043
1,300	0,002	0,018				1,300	0,004	0,009	1,300	6,331	8,347	1,300	2,161	7,621	1,300	0,003	0,033	1,300	0,048	0,005	1,300	0,142	0,029	1,300	0,188	0,018	1,300	0,101	0,020	1,300	0,085	0,040	1,300	0,116	0,050	1,300	0,253	0,047	1,300	0,227	0,027	1,300	0,187	0,044	1,300	0,212	0,043	1,300	0,199	0,044	1,300	0,185	0,023	1,300	0,226	0,024	1,300	0,133	0,004	1,300	0,179	0,024	1,300	0,043	0,003	1,300	0,198	0,023	1,300	0,140	0,015	1,300	0,007	0,040	1,300	0,007	0,021	1,300	0,089	0,070	1,300	0,086	0,058	1,300	0,007	0,056	1,300	0,092	0,061	1,300	0,008	0,022	1,300	0,082	0,050	1,300	0,362	1,402	1,300	0,061	0,056	1,300	0,063	0,061	1,300	0,023	0,039
1,350	0,002	0,031				1,350	0,004	0,043	1,350	3,717	2,820	1,350	0,019	0,222	1,350	0,369	0,767	1,350	0,064	0,041	1,350	0,158	0,003	1,350	0,203	0,053	1,350	0,115	0,035	1,350	0,100	0,024	1,350	0,131	0,016	1,350	0,268	0,025	1,350	0,242	0,046	1,350	0,202	0,028	1,350	0,227	0,044	1,350	0,214	0,038	1,350	0,200	0,062	1,350	0,241	0,056	1,350	0,148	0,006	1,350	0,193	0,035	1,350	0,058	0,021	1,350	0,213	0,040	1,350	0,155	0,041	1,350	0,007	0,042	1,350	0,007	0,049	1,350	0,102	0,028	1,350	0,099	0,042	1,350	0,007	0,021	1,350	0,106	0,036	1,350	0,007	0,053	1,350	0,096	0,058	1,350	0,020	-1,514E-4	1,350	0,072	0,038	1,350	0,077	0,046	1,350	0,042	0,055
1,400	0,002	0,018				1,400	0,004	0,009	1,400	0,018	-0,108	1,400	0,034	0,011	1,400	0,917	4,337	1,400	0,079	0,013	1,400	0,174	0,031	1,400	0,218	0,019	1,400	0,131	0,022	1,400	0,115	0,042	1,400	0,146	0,051	1,400	0,283	0,048	1,400	0,257	0,028	1,400	0,216	0,045	1,400	0,242	0,045	1,400	0,229	0,045	1,400	0,215	0,024	1,400	0,256	0,025	1,400	0,163	0,011	1,400	0,209	0,025	1,400	0,073	0,016	1,400	0,228	0,024	1,400	0,170	0,017	1,400	0,384	1,361	1,400	0,008	0,021	1,400	0,116	0,071	1,400	0,113	0,061	1,400	0,655	2,195	1,400	0,120	0,067	1,400	0,007	0,022	1,400	0,110	0,053	1,400	0,029	0,068	1,400	0,086	0,064	1,400	0,090	0,064	1,400	0,051	0,046
1,450	0,002	0,031				1,450	0,004	0,044	1,450	0,033	-0,050	1,450	0,049	0,027	1,450	0,024	-0,004	1,450	0,094	0,047	1,450	0,190	0,005	1,450	0,233	0,054	1,450	0,146	0,036	1,450	0,130	0,025	1,450	0,161	0,017	1,450	0,297	0,025	1,450	0,272	0,047	1,450	0,231	0,029	1,450	0,257	0,044	1,450	0,244	0,040	1,450	0,230	0,063	1,450	0,270	0,056	1,450	0,178	0,011	1,450	0,224	0,037	1,450	0,088	0,028	1,450	0,243	0,041	1,450	0,185	0,042	1,450	0,016	0,002	1,450	0,007	0,048	1,450	0,129	0,029	1,450	0,127	0,044	1,450	0,022	-0,005	1,450	0,133	0,039	1,450	0,007	0,058	1,450	0,123	0,061	1,450	0,046	0,038	1,450	0,099	0,041	1,450	0,103	0,048	1,450	0,065	0,050
1,500	0,002	0,018				1,500	0,004	0,009	1,500	0,048	-0,023	1,500	0,064	0,024	1,500	0,039	0,040	1,500	0,109	0,016	1,500	0,205	0,032	1,500	0,248	0,020	1,500	0,161	0,023	1,500	0,145	0,042	1,500	0,176	0,052	1,500	0,312	0,048	1,500	0,287	0,029	1,500	0,246	0,045	1,500	0,272	0,045	1,500	0,259	0,045	1,500	0,245	0,024	1,500	0,285	0,025	1,500	0,193	0,016	1,500	0,238	0,025	1,500	0,103	0,021	1,500	0,258	0,025	1,500	0,200	0,018	1,500	0,028	0,040	1,500	0,007	0,021	1,500	0,143	0,072	1,500	0,140	0,062	1,500	0,030	0,056	1,500	0,147	0,068	1,500	0,007	0,026	1,500	0,137	0,055	1,500	0,061	0,084	1,500	0,113	0,067	1,500	0,117	0,065	1,500	0,078	0,057
1,550	0,002	0,030				1,550	0,004	0,044	1,550	0,063	0,003	1,550	0,080	0,034	1,550	0,054	0,010	1,550	0,124	0,049	1,550	0,220	0,006	1,550	0,263	0,055	1,550	0,176	0,037	1,550	0,160	0,027	1,550	0,191	0,018	1,550	0,327	0,027	1,550	0,302	0,047	1,550	0,261	0,029	1,550	0,287	0,044	1,550	0,274	0,041	1,550	0,259	0,061	1,550	0,300	0,056	1,550	0,208	0,015	1,550	0,253	0,037	1,550	0,118	0,032	1,550	0,273	0,042	1,550	0,215	0,043	1,550	0,047	0,053	1,550	0,511	1,740	1,550	0,156	0,030	1,550	0,154	0,045	1,550	0,044	0,024	1,550	0,160	0,041	1,550	0,053	0,270	1,550	0,150	0,064	1,550	0,070	0,038	1,550	0,127	0,049	1,550	0,131	0,053	1,550	0,092	0,058
1,600	0,002	0,019				1,600	0,004	0,009	1,600	0,078	0,009	1,600	0,095	0,028	1,600	0,069	0,048	1,600	0,139	0,018	1,600	0,236	0,034	1,600	0,278	0,021	1,600	0,191	0,024	1,600	0,175	0,043	1,600	0,206	0,053	1,600	0,341	0,050	1,600	0,316	0,030	1,600	0,276	0,046	1,600	0,302	0,046	1,600	0,288	0,046	1,600	0,274	0,023	1,600	0,315	0,025	1,600	0,223	0,020	1,600	0,268	0,026	1,600	0,133	0,023	1,600	0,288	0,026	1,600	0,230	0,018	1,600	0,054	0,045	1,600	0,018	-0,006	1,600	0,170	0,074	1,600	0,167	0,065	1,600	0,058	0,061	1,600	0,174	0,069	1,600	0,449	1,503	1,600	0,164	0,059	1,600	0,083	0,074	1,600	0,140	0,075	1,600	0,144	0,068	1,600	0,105	0,059
1,650	0,002	0,030				1,650	0,004	0,044	1,650	0,093	0,023	1,650	0,110	0,037	1,650	0,084	0,015	1,650	0,153	0,051	1,650	0,252	0,007	1,650	0,292	0,056	1,650	0,206	0,038	1,650	0,189	0,027	1,650	0,221	0,019	1,650	0,356	0,026	1,650	0,331	0,048	1,650	0,291	0,030	1,650	0,316	0,045	1,650	0,304	0,042	1,650	0,289	0,062	1,650	0,329	0,055	1,650	0,238	0,018	1,650	0,283	0,038	1,650	0,148	0,033	1,650	0,302	0,043	1,650	0,245	0,043	1,650	0,068	0,049	1,650	0,029	0,050	1,650	0,184	0,032	1,650	0,181	0,045	1,650	0,071	0,027	1,650	0,187	0,042	1,650	0,042	0,092	1,650	0,177	0,067	1,650	0,097	0,040	1,650	0,154	0,052	1,650	0,158	0,054	1,650	0,119	0,061
1,700	0,002	0,019				1,700	0,004	0,009	1,700	0,108	0,022	1,700	0,124	0,031	1,700	0,099	0,052	1,700	0,169	0,019	1,700	0,268	0,035	1,700	0,307	0,021	1,700	0,221	0,025	1,700	0,205	0,044	1,700	0,236	0,054	1,700	0,371	0,051	1,700	0,346	0,031	1,700	0,306	0,047	1,700	0,331	0,047	1,700	0,318	0,047	1,700	0,304	0,024	1,700	0,344	0,025	1,700	0,253	0,024	1,700	0,298	0,027	1,700	0,163	0,024	1,700	0,317	0,026	1,700	0,260	0,019	1,700	0,081	0,048	1,700	0,043	0,029	1,700	0,197	0,075	1,700	0,194	0,060	1,700	0,085	0,064	1,700	0,201	0,070	1,700	0,048	0,032	1,700	0,191	0,065	1,700	0,111	0,079	1,700	0,167	0,080	1,700	0,172	0,075	1,700	0,132	0,062
1,750	0,002	0,030				1,750	0,004	0,047	1,750	0,123	0,032	1,750	0,139	0,038	1,750	0,114	0,018	1,750	0,183	0,052	1,750	0,283	0,008	1,750	0,322	0,056	1,750	0,236	0,038	1,750	0,220	0,029	1,750	0,251	0,020	1,750	0,386	0,026	1,750	0,361	0,049	1,750	0,320	0,031	1,750	0,345	0,045	1,750	0,333	0,042	1,750	0,318	0,061	1,750	0,359	0,054	1,750	0,267	0,020	1,750	0,312	0,037	1,750	0,178	0,035	1,750	0,332	0,044	1,750	0,274	0,044	1,750	0,095	0,051	1,750	0,056	0,063	1,750	0,210	0,036	1,750	0,208	0,043	1,750	0,098	0,028	1,750	0,215	0,044	1,750	0,053	0,067	1,750	0,205	0,072	1,750	0,124	0,045	1,750	0,180	0,056	1,750	0,185	0,055	1,750	0,146	0,064
1,800	0,003	0,020				1,800	0,004	0,010	1,800	0,138	0,028	1,800	0,155	0,033	1,800	0,129	0,054	1,800	0,198	0,020	1,800	0,299	0,036	1,800	0,336	0,022	1,800	0,251	0,026	1,800	0,235	0,045	1,800	0,265	0,055	1,800	0,401	0,052	1,800	0,375	0,031	1,800	0,335	0,047	1,800	0,360	0,048	1,800	0,348	0,047	1,800	0,333	0,023	1,800	0,374	0,025	1,800	0,282	0,026	1,800	0,327	0,027	1,800	0,193	0,025	1,800	0,347	0,027	1,800	0,289	0,020	1,800	0,109	0,049	1,800	0,071	0,038	1,800	0,224	0,082	1,800	0,221	0,062	1,800	0,112	0,065	1,800	0,228	0,071	1,800	0,067	0,037	1,800	0,218	0,071	1,800	0,137	0,085	1,800	0,194	0,086	1,800	0,198	0,075	1,800	0,159	0,066
1,850	0,003	0,030				1,850	0,004	0,042	1,850	0,153	0,037	1,850	0,170	0,039	1,850	0,144	0,019	1,850	0,213	0,053	1,850	0,314	0,009	1,850	0,351	0,057	1,850	0,266	0,039	1,850	0,249	0,029	1,850	0,280	0,020	1,850	0,415	0,027	1,850	0,390	0,049	1,850	0,350	0,032	1,850	0,375	0,046	1,850	0,362	0,043	1,850	0,348	0,061	1,850	0,389	0,054	1,850	0,297	0,022	1,850	0,342	0,039	1,850	0,208	0,036	1,850	0,362	0,045	1,850	0,304	0,045	1,850	0,122	0,051	1,850	0,084	0,066	1,850	0,237	0,035	1,850	0,235	0,054	1,850	0,125	0,030	1,850	0,241	0,044	1,850	0,081	0,070	1,850	0,232	0,080	1,850	0,152	0,052	1,850	0,207	0,063	1,850	0,212	0,063	1,850	0,173	0,070
1,900	0,002	0,019				1,900	0,004	0,009	1,900	0,168	0,032	1,900	0,184	0,034	1,900	0,158	0,055	1,900	0,228	0,021	1,900	0,330	0,037	1,900	0,366	0,022	1,900	0,281	0,027	1,900	0,264	0,046	1,900	0,295	0,056	1,900	0,431	0,052	1,900	0,405	0,032	1,900	0,365	0,048	1,900	0,390	0,049	1,900	0,377	0,047	1,900	0,363	0,028	1,900	0,404	0,026	1,900	0,312	0,028	1,900	0,356	0,027	1,900	0,223	0,026	1,900	0,376	0,027	1,900	0,319	0,021	1,900	0,135	0,054	1,900	0,097	0,037	1,900	0,251	0,076	1,900	0,249	0,071	1,900	0,139	0,067	1,900	0,255	0,072	1,900	0,094	0,038	1,900	0,245	0,081	1,900	0,164	0,095	1,900	0,221	0,095	1,900	0,225	0,083	1,900	0,186	0,072
1,950	0,002	0,029				1,950	0,004	0,044	1,950	0,183	0,041	1,950	0,199	0,040	1,950	0,174	0,020	1,950	0,243	0,054	1,950	0,345	0,010	1,950	0,381	0,058	1,950	0,296	0,040	1,950	0,280	0,030	1,950	0,310	0,021	1,950	0,446	0,028	1,950	0,420	0,050	1,950	0,379	0,032	1,950	0,405	0,046	1,950	0,392	0,044	1,950	0,378	0,060	1,950	0,418	0,054	1,950	0,326	0,024	1,950	0,372	0,040	1,950	0,238	0,036	1,950	0,391	0,046	1,950	0,333	0,045	1,950	0,149	0,057	1,950	0,111	0,068	1,950	0,265	0,037	1,950	0,262	0,045	1,950	0,152	0,030	1,950	0,269	0,046	1,950	0,108	0,072	1,950	0,259	0,088	1,950	0,178	0,062	1,950	0,235	0,073	1,950	0,239	0,071	1,950	0,200	0,078
2,000	0,002	0,020				2,000	0,004	0,009	2,000	0,198	0,034	2,000	0,214	0,035	2,000	0,189	0,056	2,000	0,258	0,022	2,000	0,361	0,038	2,000	0,396	0,023	2,000	0,311	0,027	2,000	0,294	0,047	2,000	0,324	0,056	2,000	0,460	0,052	2,000	0,435	0,032	2,000	0,394	0,048	2,000	0,420	0,049	2,000	0,407	0,048	2,000	0,393	0,026	2,000	0,434	0,026	2,000	0,342	0,030	2,000	0,387	0,027	2,000	0,253	0,027	2,000	0,406	0,028	2,000	0,348	0,022	2,000	0,163	0,056	2,000	0,124	0,039	2,000	0,278	0,084	2,000	0,275	0,065	2,000	0,166	0,068	2,000	0,282	0,071	2,000	0,122	0,039	2,000	0,272	0,092	2,000	0,192	0,110	2,000	0,248	0,108	2,000	0,252	0,096	2,000	0,214	0,081
2,050	0,002	0,029				2,050	0,004	0,043	2,050	0,213	0,043	2,050	0,229	0,040	2,050	0,203	0,021	2,050	0,273	0,055	2,050	0,376	0,011	2,050	0,411	0,058	2,050	0,325	0,040	2,050	0,308	0,030	2,050	0,339	0,021	2,050	0,475	0,028	2,050	0,450	0,051	2,050	0,409	0,033	2,050	0,434	0,047	2,050	0,422	0,044	2,050	0,407	0,061	2,050	0,448	0,054	2,050	0,356	0,025	2,050	0,401	0,039	2,050	0,267	0,036	2,050	0,421	0,047	2,050	0,363	0,046	2,050	0,176	0,058	2,050	0,138	0,069	2,050	0,291	0,037	2,050	0,289	0,045	2,050	0,180	0,036	2,050	0,295	0,043	2,050	0,135	0,073	2,050	0,285	0,103	2,050	0,205	0,076	2,050	0,261	0,087	2,050	0,266	0,084	2,050	0,227	0,087
2,100	0,002	0,020				2,100	0,004	0,009	2,100	0,227	0,036	2,100	0,244	0,036	2,100	0,218	0,057	2,100	0,288	0,022	2,100	0,392	0,039	2,100	0,426	0,023	2,100	0,340	0,028	2,100	0,323	0,047	2,100	0,354	0,057	2,100	0,490	0,053	2,100	0,464	0,032	2,100	0,424	0,049	2,100	0,449	0,050	2,100	0,437	0,048	2,100	0,422	0,028	2,100	0,463	0,026	2,100	0,371	0,032	2,100	0,416	0,027	2,100	0,282	0,028	2,100	0,436	0,028	2,100	0,378	0,022	2,100	0,190	0,057	2,100	0,151	0,039	2,100	0,305	0,085	2,100	0,302	0,066	2,100	0,193	0,078	2,100	0,308	0,067	2,100	0,149	0,039	2,100	0,298	0,110	2,100	0,219	0,133	2,100	0,275	0,125	2,100	0,280	0,113	2,100	0,240	0,092
2,150	0,002	0,029				2,150	0,004	0,043	2,150	0,242	0,045	2,150	0,259	0,041	2,150	0,233	0,022	2,150	0,302	0,055	2,150	0,407	0,012	2,150	0,440	0,059	2,150	0,355	0,041	2,150	0,338	0,031	2,150	0,369	0,022	2,150	0,505	0,028	2,150	0,479	0,050	2,150	0,439	0,034	2,150	0,464	0,047	2,150	0,452	0,045	2,150	0,437	0,061	2,150	0,478	0,054	2,150	0,386	0,027	2,150	0,431	0,042	2,150	0,297	0,037	2,150	0,451	0,047	2,150	0,393	0,046	2,150	0,203	0,059	2,150	0,165	0,070	2,150	0,318	0,038	2,150	0,316	0,046	2,150	0,206	0,036	2,150	0,322	0,045	2,150	0,162	0,068	2,150	0,311	0,122	2,150	0,232	0,100	2,150	0,288	0,105	2,150	0,293	0,101	2,150	0,254	0,101
2,200	0,003	0,021				2,200	0,004	0,009	2,200	0,257	0,037	2,200	0,274	0,037	2,200	0,248	0,058	2,200	0,317	0,023	2,200	0,423	0,040	2,200	0,455	0,024	2,200	0,370	0,028	2,200	0,353	0,047	2,200	0,384	0,058	2,200	0,520	0,054	2,200	0,494	0,034	2,200	0,454	0,049	2,200	0,479	0,050	2,200	0,466	0,049	2,200	0,452	0,026	2,200	0,493	0,027	2,200	0,400	0,033	2,200	0,446	0,028	2,200	0,312	0,029	2,200	0,465	0,028	2,200	0,408	0,023	2,200	0,217	0,058	2,200	0,178	0,041	2,200	0,331	0,085	2,200	0,329	0,069	2,200	0,220	0,077	2,200	0,335	0,068	2,200	0,176	0,040	2,200	0,324	0,131	2,200	0,246	0,163	2,200	0,302	0,141	2,200	0,306	0,131	2,200	0,267	0,106
2,250	0,002	0,028				2,250	0,004	0,044	2,250	0,272	0,047	2,250	0,288	0,041	2,250	0,263	0,022	2,250	0,331	0,056	2,250	0,438	0,013	2,250	0,470	0,059	2,250	0,385	0,041	2,250	0,367	0,032	2,250	0,398	0,022	2,250	0,535	0,029	2,250	0,509	0,051	2,250	0,469	0,034	2,250	0,494	0,047	2,250	0,481	0,046	2,250	0,467	0,060	2,250	0,507	0,055	2,250	0,415	0,028	2,250	0,461	0,042	2,250	0,326	0,037	2,250	0,480	0,048	2,250	0,422	0,047	2,250	0,230	0,061	2,250	0,192	0,071	2,250	0,344	0,038	2,250	0,342	0,049	2,250	0,233	0,036	2,250	0,349	0,046	2,250	0,189	0,069	2,250	0,338	0,144	2,250	0,259	0,127	2,250	0,315	0,120	2,250	0,319	0,115	2,250	0,281	0,118
2,300	0,002	0,021				2,300	0,004	0,009	2,300	0,287	0,039	2,300	0,303	0,038	2,300	0,278	0,058	2,300	0,346	0,023	2,300	0,454	0,041	2,300	0,485	0,025	2,300	0,400	0,029	2,300	0,382	0,048	2,300	0,413	0,058	2,300	0,549	0,054	2,300	0,524	0,035	2,300	0,484	0,050	2,300	0,509	0,051	2,300	0,496	0,049	2,300	0,482	0,027	2,300	0,522	0,028	2,300	0,430	0,035	2,300	0,476	0,029	2,300	0,341	0,029	2,300	0,495	0,029	2,300	0,438	0,024	2,300	0,244	0,060	2,300	0,205	0,042	2,300	0,358	0,086	2,300	0,355	0,072	2,300	0,247	0,078	2,300	0,362	0,069	2,300	0,202	0,041	2,300	0,352	0,140	2,300	0,273	0,195	2,300	0,328	0,152	2,300	0,332	0,139	2,300	0,295	0,126
2,350	0,002	0,028				2,350	0,004	0,044	2,350	0,302	0,048	2,350	0,318	0,041	2,350	0,293	0,023	2,350	0,361	0,056	2,350	0,469	0,015	2,350	0,500	0,060	2,350	0,415	0,042	2,350	0,397	0,033	2,350	0,428	0,022	2,350	0,564	0,029	2,350	0,538	0,050	2,350	0,498	0,035	2,350	0,523	0,047	2,350	0,511	0,046	2,350	0,497	0,061	2,350	0,537	0,056	2,350	0,445	0,028	2,350	0,490	0,043	2,350	0,356	0,038	2,350	0,510	0,049	2,350	0,452	0,048	2,350	0,257	0,063	2,350	0,219	0,072	2,350	0,372	0,038	2,350	0,369	0,050	2,350	0,260	0,038	2,350	0,375	0,047	2,350	0,216	0,071	2,350	0,365	0,138	2,350	0,286	0,156	2,350	0,341	0,123	2,350	0,346	0,115	2,350	0,307	0,137
2,400	0,002	0,021				2,400	0,004	0,009	2,400	0,316	0,040	2,400	0,332	0,038	2,400	0,307	0,059	2,400	0,376	0,024	2,400	0,485	0,042	2,400	0,515	0,025	2,400	0,430	0,030	2,400	0,412	0,048	2,400	0,443	0,059	2,400	0,579	0,055	2,400	0,553	0,036	2,400	0,513	0,050	2,400	0,538	0,052	2,400	0,525	0,050	2,400	0,511	0,028	2,400	0,552	0,029	2,400	0,460	0,036	2,400	0,505	0,029	2,400	0,371	0,030	2,400	0,524	0,029	2,400	0,467	0,024	2,400	0,271	0,062	2,400	0,232	0,039	2,400	0,385	0,082	2,400	0,382	0,073	2,400	0,274	0,079	2,400	0,389	0,070	2,400	0,230	0,045	2,400	0,379	0,135	2,400	0,300	0,214	2,400	0,355	0,148	2,400	0,359	0,134	2,400	0,321	0,139
2,450	0,002	0,028				2,450	0,004	0,044	2,450	0,331	0,050	2,450	0,347	0,042	2,450	0,322	0,023	2,450	0,391	0,057	2,450	0,500	0,015	2,450	0,530	0,061	2,450	0,445	0,042	2,450	0,427	0,033	2,450	0,458	0,023	2,450	0,594	0,029	2,450	0,568	0,051	2,450	0,528	0,036	2,450	0,553	0,048	2,450	0,541	0,047	2,450	0,526	0,061	2,450	0,566	0,057	2,450	0,475	0,029	2,450	0,520	0,044	2,450	0,386	0,039	2,450	0,539	0,050	2,450	0,482	0,048	2,450	0,284	0,066	2,450	0,246	0,067	2,450	0,398	0,038	2,450	0,395	0,050	2,450	0,288	0,038	2,450	0,402	0,050	2,450	0,243	0,074	2,450	0,392	0,130	2,450	0,312	0,161	2,450	0,368	0,116	2,450	0,373	0,107	2,450	0,334	0,143
2,500	0,002	0,022				2,500	0,004	0,010	2,500	0,346	0,041	2,500	0,362	0,039	2,500	0,337	0,059	2,500	0,406	0,025	2,500	0,515	0,042	2,500	0,545	0,026	2,500	0,460	0,031	2,500	0,442	0,049	2,500	0,473	0,059	2,500	0,609	0,056	2,500	0,583	0,037	2,500	0,543	0,050	2,500	0,568	0,052	2,500	0,555	0,050	2,500	0,541	0,028	2,500	0,582	0,028	2,500	0,489	0,037	2,500	0,535	0,030	2,500	0,401	0,031	2,500	0,554	0,030	2,500	0,497	0,024	2,500	0,298	0,066	2,500	0,259	0,041	2,500	0,412	0,083	2,500	0,409	0,075	2,500	0,301	0,080	2,500	0,416	0,072	2,500	0,257	0,049	2,500	0,405	0,129	2,500	0,326	0,209	2,500	0,382	0,139	2,500	0,386	0,127	2,500	0,347	0,137
